3600,0.118,0.02480698052359888
3600,0.367,5.285167919351722
3600,0.597,18.26364608336742
3600,0.866,33.7391577351752
3800,0.118,0.0929283998941722
3800,0.367,9.361128971860671
3800,0.597,27.35095665934839
3800,0.866,47.179351036511406
3900,0.118,0.1965125823429816
4000,0.118,0.3255710997057419
4000,0.367,15.715298740253841
4000,0.597,39.610067082799084
4000,0.866,64.20081771911988
4100,0.118,0.6174064329813398
4100,0.367,20.162525101239
4200,0.118,1.0008298533320532
4200,0.367,24.964167982499934
4200,0.597,55.53202503717627
4200,0.866,85.08547610682105
4300,0.118,1.715726653845496
4300,0.367,31.048506525533853
4400,0.118,2.674815289201143
4400,0.367,37.73438883382368
4400,0.597,75.57721036097489
4400,0.866,110.12273698438717
4500,0.118,4.3995502682470695
4500,0.367,46.30636935967054
4600,0.118,6.475396336960473
4600,0.367,55.52854164783335
4600,0.597,101.0386059007849
4600,0.866,140.71709282465966
4700,0.118,10.220167636684065
4700,0.367,67.84124986339125
4800,0.118,14.002288799861343
4800,0.195,35.02909519432064
4800,0.367,80.19876109161147
4800,0.597,133.33492510946408
4800,0.866,178.18004608980053
4900,0.118,22.368040128769238
4900,0.195,48.02330246032533
4900,0.367,98.05456391623805
5000,0.118,30.733791457677132
5000,0.195,61.01750972633
5000,0.367,115.9103667408647
5000,0.597,175.31535462320716
5000,0.866,224.69677800933363
5100,0.118,46.82013952222203
5100,0.195,81.41828614724267
5100,0.367,139.54871581780873
5200,0.118,65.61913979429373
5200,0.195,104.42138034956754
5200,0.367,165.21877790782446
5200,0.597,228.51394906866423
5200,0.866,280.038975722748
5250,0.118,75.01863993032954
5300,0.118,89.9010897651974
5300,0.195,131.81325651250734
5300,0.367,194.57051934665174
5300,0.597,258.8916190532128
5350,0.118,106.81710257230276
5350,0.195,149.33133431876684
5350,0.367,212.45272226012534
5400,0.118,123.73311537940822
5400,0.195,166.84941212502605
5400,0.367,230.33492517359917
5400,0.597,294.3905163512388
5400,0.866,344.7398596058981
5450,0.118,140.64912818651345
5450,0.195,184.36748993128563
5450,0.367,248.21712808707255
5500,0.118,157.56514099361902
5500,0.195,201.8855677375451
5500,0.367,266.09933100054616
5500,0.597,329.8894136492649
5500,0.866,378.96157454024626
5550,0.118,183.03570116010317
5550,0.195,225.72043148273383
5550,0.367,288.52004233219935
5600,0.118,211.2912518242847
5600,0.195,251.61176742649312
5600,0.367,312.41829564092717
5600,0.597,373.65576882519525
5600,0.866,419.37424977859814
5650,0.118,239.5468024884666
5650,0.195,277.50310337025206
5650,0.367,336.3165489496542
5700,0.118,267.8023531526482
5700,0.195,303.39443931401047
5700,0.367,360.2148022583822
5700,0.597,418.5794927054203
5700,0.866,460.65360299840574
5750,0.118,296.05790381683045
5750,0.195,329.28577525776967
5750,0.367,384.1130555671093
5800,0.118,330.4813818534093
5800,0.195,360.2468674147271
5800,0.367,411.7200622373549
5800,0.597,466.362625588685
5800,0.866,504.30748641485445
5850,0.118,370.0703147318215
5850,0.195,395.4537288872537
5850,0.367,442.43303900934836
5900,0.118,409.6592476102337
5900,0.195,430.66059035978043
5900,0.367,473.14601578134193
5900,0.597,521.7945066444604
5900,0.866,554.3130961785386
5950,0.118,449.2481804886461
5950,0.195,465.86745183230664
5950,0.367,503.85899255333504
6000,0.118,488.8371133670583
6000,0.195,501.07431330483354
6000,0.367,534.5719693253279
6000,0.597,577.2263877002375
6000,0.866,604.3187059422212
6050,0.118,529.0647435560743
6050,0.195,537.0146955791193
6050,0.367,565.931649414143
6100,0.118,575.9263219921938
6100,0.195,580.5739279037365
6100,0.367,604.0084336206603
6100,0.597,638.9169553136713
6100,0.866,660.066955849236
6150,0.118,622.7879004283138
6150,0.367,642.0852178271779
6200,0.118,669.6494788644331
6200,0.195,667.6923925529718
6200,0.367,680.1620020336951
6200,0.597,705.8556588516225
6200,0.866,720.6306180252835
6250,0.118,716.5110573005525
6250,0.367,718.2387862402132
6300,0.118,763.3726357366717
6300,0.195,754.8108572022081
6300,0.367,756.3155704467316
6300,0.597,772.7943623895746
6300,0.866,781.194280201331
6350,0.118,811.0914764565713
6400,0.118,860.247966366349
6400,0.195,847.5279276650186
6400,0.367,840.2689804579675
6400,0.597,847.5530403499664
6400,0.866,848.9420027404715
6450,0.118,909.4044562761273
6500,0.118,958.5609461859051
6500,0.195,942.7984205377949
6500,0.367,927.7797565339391
6500,0.597,925.8782665905056
6600,0.118,1056.8739260054629
6600,0.195,1038.06891341057
6600,0.367,1015.2905326099083
6600,0.597,1004.203492831042
6600,0.866,990.9904866775316
6700,0.118,1155.8860377917317
6700,0.195,1135.3379613727363
6700,0.367,1107.1065296539687
6700,0.597,1088.4788686336676
6800,0.195,1233.4856841345402
6800,0.367,1200.8153387559096
6800,0.597,1175.3702576260384
6800,0.866,1147.8860539432414
6900,0.195,1331.6334068963429
6900,0.367,1294.5241478578503
6900,0.597,1262.2616466184086
7000,0.195,1430.2265242938574
7000,0.367,1389.8778261684602
7000,0.597,1352.112235224494
7000,0.866,1311.1209585743713
7100,0.367,1486.5184654719526
7100,0.597,1444.278129177004
7200,0.367,1583.1591047754425
7200,0.597,1536.444023129512
7200,0.866,1483.752628421422
7300,0.367,1680.1383292850776
7300,0.597,1629.4199896845837
7400,0.367,1777.9909101880257
7400,0.597,1724.485480748268
7400,0.866,1662.0113452702224
7500,0.367,1875.8434910909718
7600,0.367,1973.6960719939168
7600,0.597,1914.6164628756426
7600,0.866,1843.4395768005625
7700,0.367,2071.9183445753556
7800,0.866,2029.8543607838753
8000,0.866,2217.069240231947
8200,0.866,2406.984037772295
8400,0.866,2597.283564500635
8600,0.866,2788.8210945532214
8800,0.866,2980.569314081644
