,riskFreeIntegral,divSpreadIntegral,riskCurvespline,divSpline
0.0,0.0,0.0,0.04533467704023018,0.007526985248616192
0.01,0.0004533467704023018,7.526985248616192e-05,0.04533467704023018,0.007526985248616192
0.02,0.0009066935408046035,0.00015053970497232383,0.04533467704023018,0.007526985248616192
0.03,0.0013600403112069052,0.00018639076574062502,0.04533467704023018,0.002649744917410029
0.04,0.001813387081609207,0.00021288821491472534,0.04533467704023018,0.002649744917410029
0.05,0.002266733852011509,0.00023938566408882562,0.04533467704023018,0.002649744917410029
0.06,0.0027200806224138103,0.0002658831132629259,0.04533467704023018,0.002649744917410029
0.07,0.003173427392816113,0.00029238056243702617,0.04533467704023018,0.002649744917410029
0.08,0.003626774163218414,0.0003188780116111265,0.04533467704023018,0.002649744917410029
0.09,0.004075571132026829,0.0003453754607852268,0.04465220680115053,0.002649744917410029
0.1,0.0045220932000383345,0.00037187290995932705,0.04465220680115053,0.002649744917410029
0.11,0.004968615268049839,0.0003983703591334273,0.04465220680115053,0.002649744917410029
0.12,0.005415137336061344,0.0004165837968792218,0.04465220680115053,-0.0011298352966127732
0.13,0.00586165940407285,0.000405285443913094,0.04465220680115053,-0.0011298352966127732
0.14,0.0063081814720843555,0.00039398709094696626,0.04465220680115053,-0.0011298352966127732
0.15,0.00675470354009586,0.0003826887379808386,0.04465220680115053,-0.0011298352966127732
0.16,0.007201225608107366,0.00037139038501471085,0.04465220680115053,-0.0011298352966127732
0.17,0.007643070933809587,0.0003600920320485831,0.04324918410822479,-0.0011298352966127732
0.18,0.008075562774891834,0.0003487936790824554,0.04324918410822479,-0.0011298352966127732
0.19,0.008508054615974082,0.0003374953261163276,0.04324918410822479,-0.0011298352966127732
0.2,0.008940546457056331,0.0003405056130858716,0.04324918410822479,0.001481491491549381
0.21,0.009373038298138578,0.00035532052800136535,0.04324918410822479,0.001481491491549381
0.22,0.009805530139220826,0.0003701354429168592,0.04324918410822479,0.001481491491549381
0.23,0.010238021980303075,0.000384950357832353,0.04324918410822479,0.001481491491549381
0.24,0.01067051382138532,0.0003997652727478468,0.04324918410822479,0.001481491491549381
0.25,0.01110300566246757,0.0004145801876633406,0.04324918410822479,0.001481491491549381
0.26,0.011505206614248266,0.00042939510257883443,0.04022009517806956,0.001481491491549381
0.27,0.011907407566028962,0.00044421001749432826,0.04022009517806956,0.001481491491549381
0.28,0.012309608517809658,0.00045902493240982203,0.04022009517806956,0.001481491491549381
0.29,0.012711809469590352,0.0004738398473253158,0.04022009517806956,0.001481491491549381
0.3,0.013114010421371048,0.0004886547622408096,0.04022009517806956,0.001481491491549381
0.31,0.013516211373151742,0.0005034696771563035,0.04022009517806956,0.001481491491549381
0.32,0.01391841232493244,0.0005182845920717973,0.04022009517806956,0.001481491491549381
0.33,0.014320613276713134,0.0005330995069872911,0.04022009517806956,0.001481491491549381
0.34,0.01473432457432641,0.0005479144219027849,0.041946647052869844,0.001481491491549381
