3858.6,0.2,0.568095069742294
3858.6,0.242,8.99020846452065
3858.6,0.284,10.218066309788028
3858.6,0.326,9.116409050399906
3858.6,0.368,15.431192226687557
3858.6,0.411,2.7757394217799938
3858.6,0.453,14.231515759794506
3858.6,0.495,21.605475740346076
3858.6,0.537,39.41352352435765
3858.6,0.579,44.1360579781936
3858.6,0.621,37.980105854577076
3858.6,0.663,66.18440685656556
3858.6,0.705,56.6575477169717
3858.6,0.747,53.61250074606976
3858.6,0.789,24.96735730492934
3858.6,0.832,73.38907010751524
3858.6,0.874,34.22876437402075
3858.6,0.916,40.58258383487085
3858.6,0.958,78.18313632670792
4032.67,0.2,0.0
4032.67,0.242,9.579014880078612
4032.67,0.284,9.87816315056515
4032.67,0.326,15.057595865667562
4032.67,0.368,4.66994249352362
4032.67,0.411,44.52762713535469
4032.67,0.453,26.709194202142903
4032.67,0.495,35.45196373901428
4032.67,0.537,73.9905907420403
4032.67,0.579,43.974034252616576
4032.67,0.621,61.397596558247955
4032.67,0.663,37.25365651483014
4032.67,0.705,18.940889406230493
4032.67,0.747,48.37498357463891
4032.67,0.789,114.19121861203458
4032.67,0.832,60.39860137263781
4032.67,0.874,50.43704582948945
4032.67,0.916,44.26858360955243
4032.67,0.958,17.94763063093251
4206.74,0.2,10.110750264668587
4206.74,0.242,3.1510460344747253
4206.74,0.284,15.315858468693124
4206.74,0.326,13.870213690291699
4206.74,0.368,22.894963165879094
4206.74,0.411,43.76245282641664
4206.74,0.453,28.91648965623647
4206.74,0.495,61.9976148250055
4206.74,0.537,30.73280299285114
4206.74,0.579,58.333469602403426
4206.74,0.621,39.60294608299273
4206.74,0.663,48.75440939514796
4206.74,0.705,44.587009937860586
4206.74,0.747,79.60911504455422
4206.74,0.789,31.198265089208917
4206.74,0.832,131.0312878250655
4206.74,0.874,138.89808791314408
4206.74,0.916,132.69672239813576
4206.74,0.958,98.79538107167085
4380.81,0.2,13.02364000453826
4380.81,0.242,19.254326898886795
4380.81,0.284,20.181293278174554
4380.81,0.326,43.00670246011369
4380.81,0.368,20.888324292386844
4380.81,0.411,41.910534578436966
4380.81,0.453,20.97209115215101
4380.81,0.495,73.65531049061467
4380.81,0.537,87.40462563551561
4380.81,0.579,50.26216904236351
4380.81,0.621,72.81828389844944
4380.81,0.663,90.88065180926124
4380.81,0.705,66.69745436819582
4380.81,0.747,62.054608930067346
4380.81,0.789,177.64202511998624
4380.81,0.832,94.27612704357342
4380.81,0.874,60.417365824857185
4380.81,0.916,63.34642094343742
4380.81,0.958,58.81926807953412
4554.88,0.2,1.1953869107056891
4554.88,0.242,33.23099376413679
4554.88,0.284,3.4948830546887963
4554.88,0.326,60.142410000183865
4554.88,0.368,44.73238269923908
4554.88,0.411,68.26289479259356
4554.88,0.453,79.25470051372984
4554.88,0.495,70.33054895842012
4554.88,0.537,68.23920357558913
4554.88,0.579,77.74217263860402
4554.88,0.621,98.29253477369913
4554.88,0.663,114.65393778650952
4554.88,0.705,147.31175746515356
4554.88,0.747,69.1575700678263
4554.88,0.789,123.94861001119854
