K,T,loc_vol
3956.5153125,0.2,0.605707287804725
3956.5153125,0.231583333333333,0.609220313330927
3956.5153125,0.263166666666667,0.625224035257692
3956.5153125,0.29475,0.642599611413334
3956.5153125,0.326333333333333,0.661565352129188
3956.5153125,0.357916666666667,0.679980017915071
3956.5153125,0.3895,0.695820723787318
3956.5153125,0.421083333333333,0.70705639189869
3956.5153125,0.452666666666667,0.711750303240348
3956.5153125,0.48425,0.708319094178548
3956.5153125,0.515833333333333,0.695849387002261
3956.5153125,0.547416666666667,0.674329651127692
3956.5153125,0.579,0.644671135001937
3956.5153125,0.610583333333333,0.608205258000712
3956.5153125,0.642166666666667,0.566407069273037
3956.5153125,0.67375,0.52211645346745
3956.5153125,0.705333333333333,0.476951336908155
3956.5153125,0.736916666666667,0.432086782574696
3956.5153125,0.7685,0.38826099560037
3956.5153125,0.800083333333333,0.345835772403434
3956.5153125,0.831666666666667,0.304865784661303
3956.5153125,0.86325,0.265145678567019
3956.5153125,0.894833333333333,0.226208153150575
3956.5153125,0.926416666666667,0.187221934927664
4054.430625,0.2,0.515138945383887
4054.430625,0.231583333333333,0.525052890237231
4054.430625,0.263166666666667,0.54374325271707
4054.430625,0.29475,0.564303077081307
4054.430625,0.326333333333333,0.587682051646495
4054.430625,0.357916666666667,0.612873071754408
4054.430625,0.3895,0.638807523944875
4054.430625,0.421083333333333,0.664138574657645
4054.430625,0.452666666666667,0.687099048665261
4054.430625,0.48425,0.705461664793341
4054.430625,0.515833333333333,0.716675125034154
4054.430625,0.547416666666667,0.718242828322051
4054.430625,0.579,0.708307962703547
4054.430625,0.610583333333333,0.685869700515136
4054.430625,0.642166666666667,0.651314825045726
4054.430625,0.67375,0.607914523063259
4054.430625,0.705333333333333,0.55864722113061
4054.430625,0.736916666666667,0.506376093795844
4054.430625,0.7685,0.453377142159636
4054.430625,0.800083333333333,0.401169490704417
4054.430625,0.831666666666667,0.350552407598295
4054.430625,0.86325,0.301718023650146
4054.430625,0.894833333333333,0.254333181103146
4054.430625,0.926416666666667,0.207487690290997
4152.3459375,0.2,0.422605981999279
4152.3459375,0.231583333333333,0.429010770614348
4152.3459375,0.263166666666667,0.441273731272828
4152.3459375,0.29475,0.454680916563858
4152.3459375,0.326333333333333,0.470110830801562
4152.3459375,0.357916666666667,0.487021418829248
4152.3459375,0.3895,0.50492993042977
4152.3459375,0.421083333333333,0.523301836838374
4152.3459375,0.452666666666667,0.54146685686555
4152.3459375,0.48425,0.558550448921555
4152.3459375,0.515833333333333,0.573427674102995
4152.3459375,0.547416666666667,0.584722345892797
4152.3459375,0.579,0.590880273877066
4152.3459375,0.610583333333333,0.590056444764401
4152.3459375,0.642166666666667,0.580734803586275
4152.3459375,0.67375,0.562771401435589
4152.3459375,0.705333333333333,0.536442146540846
4152.3459375,0.736916666666667,0.502830859573904
4152.3459375,0.7685,0.463569153182782
4152.3459375,0.800083333333333,0.420456308930138
4152.3459375,0.831666666666667,0.375104584676764
4152.3459375,0.86325,0.328697528086544
4152.3459375,0.894833333333333,0.281856577486426
4152.3459375,0.926416666666667,0.234529920492028
4250.26125,0.2,0.371182647477192
4250.26125,0.231583333333333,0.371262366726895
4250.26125,0.263166666666667,0.376522107449534
4250.26125,0.29475,0.383077126969178
4250.26125,0.326333333333333,0.39136499114485
4250.26125,0.357916666666667,0.400871976310442
4250.26125,0.3895,0.411211156795568
4250.26125,0.421083333333333,0.422039316390573
4250.26125,0.452666666666667,0.433004808001263
4250.26125,0.48425,0.443709975754717
4250.26125,0.515833333333333,0.453682374066252
4250.26125,0.547416666666667,0.46235468198831
4250.26125,0.579,0.469055986408685
4250.26125,0.610583333333333,0.47283557263273
4250.26125,0.642166666666667,0.472794276531981
4250.26125,0.67375,0.468344447410914
4250.26125,0.705333333333333,0.458862195875178
4250.26125,0.736916666666667,0.443975672459658
4250.26125,0.7685,0.423644092722267
4250.26125,0.800083333333333,0.398172777281295
4250.26125,0.831666666666667,0.368147716030776
4250.26125,0.86325,0.334299782667511
4250.26125,0.894833333333333,0.29732579257274
4250.26125,0.926416666666667,0.257684330689001
4348.1765625,0.2,0.348761941637464
4348.1765625,0.231583333333333,0.342162080539401
4348.1765625,0.263166666666667,0.34116455184738
4348.1765625,0.29475,0.342185362349782
4348.1765625,0.326333333333333,0.345156396692606
4348.1765625,0.357916666666667,0.349474348530764
4348.1765625,0.3895,0.35472211263594
4348.1765625,0.421083333333333,0.36057897078693
4348.1765625,0.452666666666667,0.366769732171588
4348.1765625,0.48425,0.373032830526342
4348.1765625,0.515833333333333,0.37909835295229
4348.1765625,0.547416666666667,0.384672105262317
4348.1765625,0.579,0.389425171073466
4348.1765625,0.610583333333333,0.39287416368268
4348.1765625,0.642166666666667,0.394552841331766
4348.1765625,0.67375,0.394113293946867
4348.1765625,0.705333333333333,0.391095446468751
4348.1765625,0.736916666666667,0.385057558231983
4348.1765625,0.7685,0.375614309290063
4348.1765625,0.800083333333333,0.362476199142379
4348.1765625,0.831666666666667,0.345479884894248
4348.1765625,0.86325,0.324597054574397
4348.1765625,0.894833333333333,0.299909961027542
4348.1765625,0.926416666666667,0.271543414680653
4446.091875,0.2,0.345372110403814
4446.091875,0.231583333333333,0.332079501841434
4446.091875,0.263166666666667,0.325297046251892
4446.091875,0.29475,0.321519736089518
4446.091875,0.326333333333333,0.320165229806015
4446.091875,0.357916666666667,0.320496019176714
4446.091875,0.3895,0.322019849633018
4446.091875,0.421083333333333,0.324382718862891
4446.091875,0.452666666666667,0.327310150644904
4446.091875,0.48425,0.330572317042612
4446.091875,0.515833333333333,0.333961709592646
4446.091875,0.547416666666667,0.337277842174795
4446.091875,0.579,0.34031859916745
4446.091875,0.610583333333333,0.342808025568043
4446.091875,0.642166666666667,0.344459486448489
4446.091875,0.67375,0.345083967651709
4446.091875,0.705333333333333,0.344401505855212
4446.091875,0.736916666666667,0.342113167008557
4446.091875,0.7685,0.337907635092823
4446.091875,0.800083333333333,0.331471485044642
4446.091875,0.831666666666667,0.322502157386163
4446.091875,0.86325,0.310721216918025
4446.091875,0.894833333333333,0.295883426401746
4446.091875,0.926416666666667,0.277774704500947
4544.0071875,0.2,0.353778532865481
4544.0071875,0.231583333333333,0.334419203199316
4544.0071875,0.263166666666667,0.322415919591484
4544.0071875,0.29475,0.314379101976931
4544.0071875,0.326333333333333,0.309281389096683
4544.0071875,0.357916666666667,0.306263580570788
4544.0071875,0.3895,0.304756413073733
4544.0071875,0.421083333333333,0.304359646802872
4544.0071875,0.452666666666667,0.304775931068468
4544.0071875,0.48425,0.305772021916724
4544.0071875,0.515833333333333,0.307154599965463
4544.0071875,0.547416666666667,0.308754258737285
4544.0071875,0.579,0.31041720769114
4544.0071875,0.610583333333333,0.311962857959472
4544.0071875,0.642166666666667,0.313188054259063
4544.0071875,0.67375,0.31397708620587
4544.0071875,0.705333333333333,0.314155758978362
4544.0071875,0.736916666666667,0.313534889178512
4544.0071875,0.7685,0.311907959258914
4544.0071875,0.800083333333333,0.309049681101638
4544.0071875,0.831666666666667,0.304715548733153
4544.0071875,0.86325,0.298642244466177
4544.0071875,0.894833333333333,0.290548289001724
4544.0071875,0.926416666666667,0.280133689978551
4641.9225,0.2,0.366182089591158
4641.9225,0.231583333333333,0.343003559836826
4641.9225,0.263166666666667,0.3271729186092
4641.9225,0.29475,0.315810591672927
4641.9225,0.326333333333333,0.307675348233768
4641.9225,0.357916666666667,0.301889252415179
4641.9225,0.3895,0.297860691390455
4641.9225,0.421083333333333,0.295170705053538
4641.9225,0.452666666666667,0.293509504680586
4641.9225,0.48425,0.292638755128469
4641.9225,0.515833333333333,0.292367878136842
4641.9225,0.547416666666667,0.292538452744018
4641.9225,0.579,0.293015905966624
4641.9225,0.610583333333333,0.293661377339964
4641.9225,0.642166666666667,0.294330501428915
4641.9225,0.67375,0.294930664326863
4641.9225,0.705333333333333,0.295346382459308
4641.9225,0.736916666666667,0.295456478901817
4641.9225,0.7685,0.295130397094675
4641.9225,0.800083333333333,0.29422447745556
4641.9225,0.831666666666667,0.292577995766175
4641.9225,0.86325,0.290008771435099
4641.9225,0.894833333333333,0.286308075448383
4641.9225,0.926416666666667,0.281234345379652
4739.8378125,0.2,0.373211782297898
4739.8378125,0.231583333333333,0.350566637317216
4739.8378125,0.263166666666667,0.333693597163566
4739.8378125,0.29475,0.320846117251858
4739.8378125,0.326333333333333,0.310961173415678
4739.8378125,0.357916666666667,0.303342489309684
4739.8378125,0.3895,0.297496053523794
4739.8378125,0.421083333333333,0.293057860332759
4739.8378125,0.452666666666667,0.289750909446501
4739.8378125,0.48425,0.287358318093175
4739.8378125,0.515833333333333,0.285705820489768
4739.8378125,0.547416666666667,0.284649899761354
4739.8378125,0.579,0.284070377313997
4739.8378125,0.610583333333333,0.283844083205431
4739.8378125,0.642166666666667,0.283892622894579
4739.8378125,0.67375,0.284117594908126
4739.8378125,0.705333333333333,0.28443821474677
4739.8378125,0.736916666666667,0.284775220906583
4739.8378125,0.7685,0.285048144247879
4739.8378125,0.800083333333333,0.285172429255766
4739.8378125,0.831666666666667,0.285056230743737
4739.8378125,0.86325,0.284596622857789
4739.8378125,0.894833333333333,0.283674858464834
4739.8378125,0.926416666666667,0.282150260071951
4837.753125,0.2,0.367441645204984
4837.753125,0.231583333333333,0.350067708579799
4837.753125,0.263166666666667,0.335740340728683
4837.753125,0.29475,0.324049455579546
4837.753125,0.326333333333333,0.314392973704725
4837.753125,0.357916666666667,0.306431050004743
4837.753125,0.3895,0.299894625368701
4837.753125,0.421083333333333,0.294566356219398
4837.753125,0.452666666666667,0.290267613568687
4837.753125,0.48425,0.286849391341156
4837.753125,0.515833333333333,0.284185873645632
4837.753125,0.547416666666667,0.28216967201201
4837.753125,0.579,0.280706744910586
4837.753125,0.610583333333333,0.27968054193842
4837.753125,0.642166666666667,0.279101836663544
4837.753125,0.67375,0.278853102540692
4837.753125,0.705333333333333,0.278878600898806
4837.753125,0.736916666666667,0.279127763327244
4837.753125,0.7685,0.279553943283892
4837.753125,0.800083333333333,0.280113236107052
4837.753125,0.831666666666667,0.280763266525587
4837.753125,0.86325,0.28146185464748
4837.753125,0.894833333333333,0.282165407078643
4837.753125,0.926416666666667,0.282826975538367
4935.6684375,0.2,0.348497322049205
4935.6684375,0.231583333333333,0.338469630588959
4935.6684375,0.263166666666667,0.329140385232118
4935.6684375,0.29475,0.320907547681282
4935.6684375,0.326333333333333,0.313517658013241
4935.6684375,0.357916666666667,0.306945090016082
4935.6684375,0.3895,0.301155097104483
4935.6684375,0.421083333333333,0.296106595993998
4935.6684375,0.452666666666667,0.291754581828736
4935.6684375,0.48425,0.288052102915506
