Strike,Maturity,0
3858.6,0.0,0.0
3858.6,0.2,2.5119321524995137
3858.6,0.242,3.9089106603543367
3858.6,0.284,5.961523532983125
3858.6,0.326,8.141559917982942
3858.6,0.368,10.412661076350538
3858.6,0.411,13.246999325200942
3858.6,0.453,17.18805294356123
3858.6,0.495,19.30225484990735
3858.6,0.537,22.79886503970135
3858.6,0.579,27.829140041118134
3858.6,0.621,32.59640274822339
3858.6,0.663,37.23511199762583
3858.6,0.705,41.79116454097515
3858.6,0.747,47.17294755674395
3858.6,0.789,51.514817570134895
3858.6,0.832,54.85034385796282
3858.6,0.874,58.38980569999923
3858.6,0.916,62.294301270008425
3858.6,0.958,66.64520995942523
4032.67,0.0,0.0
4032.67,0.2,4.7454744910768625
4032.67,0.242,6.962705259084267
4032.67,0.284,9.825196336550102
4032.67,0.326,12.611576119446912
4032.67,0.368,15.312318793737976
4032.67,0.411,19.615110342101694
4032.67,0.453,22.039603020983897
4032.67,0.495,27.561621765513706
4032.67,0.537,32.770283065202655
4032.67,0.579,37.88681914832913
4032.67,0.621,43.192866547324066
4032.67,0.663,48.543289908459315
4032.67,0.705,52.621440828680214
4032.67,0.747,57.15736624565831
4032.67,0.789,62.508588728971034
4032.67,0.832,66.73836338475417
4032.67,0.874,72.36614298368441
4032.67,0.916,75.00995431331984
4032.67,0.958,80.68703502275851
4206.74,0.0,0.0
4206.74,0.2,7.584838342010158
4206.74,0.242,10.993671101162448
4206.74,0.284,14.408681079042406
4206.74,0.326,18.959185580241115
4206.74,0.368,22.818477665955275
4206.74,0.411,26.789413233845366
4206.74,0.453,32.63224730008392
4206.74,0.495,38.92819148498643
4206.74,0.537,44.21972837019593
4206.74,0.579,47.67290171508034
4206.74,0.621,54.3015279889988
4206.74,0.663,59.088220989864695
4206.74,0.705,66.46989951981743
4206.74,0.747,71.01913673714564
4206.74,0.789,75.59340062120495
4206.74,0.832,79.97075816706047
4206.74,0.874,87.61204315675141
4206.74,0.916,91.34986832221618
4206.74,0.958,95.19574631667226
4380.81,0.0,0.0
4380.81,0.2,11.434530595703169
4380.81,0.242,16.469601052781698
4380.81,0.284,21.62077692682168
4380.81,0.326,26.694932056728742
4380.81,0.368,32.689625862017216
4380.81,0.411,39.02879716736445
4380.81,0.453,45.683561348475536
4380.81,0.495,50.096942293592534
4380.81,0.537,57.74985715266257
4380.81,0.579,64.32131791587024
4380.81,0.621,70.37603442165543
4380.81,0.663,76.20772625638395
4380.81,0.705,83.0012544374175
4380.81,0.747,87.07543510280732
4380.81,0.789,94.2261914540333
4380.81,0.832,99.79031132261602
4380.81,0.874,103.78800097007961
4380.81,0.916,109.44075199518853
4380.81,0.958,111.68206310554258
4554.88,0.0,0.0
4554.88,0.2,18.814280256474692
4554.88,0.242,24.859981927358135
4554.88,0.284,33.15853345396435
4554.88,0.326,39.38265040408579
4554.88,0.368,45.750236493615056
4554.88,0.411,54.02895779517237
4554.88,0.453,61.518915714821055
4554.88,0.495,68.67399649943272
4554.88,0.537,76.2866694619323
4554.88,0.579,84.82978804338846
4554.88,0.621,90.53958388700502
4554.88,0.663,98.59476443152101
4554.88,0.705,103.6826808249391
4554.88,0.747,108.50484280482532
4554.88,0.789,115.11519538761057
4554.88,0.832,122.8306457252171
4554.88,0.874,126.81113396188066
4554.88,0.916,131.76703966396593
4554.88,0.958,138.02708732280098
4728.96,0.0,0.0
4728.96,0.2,30.085701703673678
4728.96,0.242,39.369190176257085
4728.96,0.284,47.83701294627574
4728.96,0.326,56.42781285394607
4728.96,0.368,65.00488566619902
4728.96,0.411,75.1283926768529
4728.96,0.453,82.75480179494261
4728.96,0.495,91.19562691061674
4728.96,0.537,100.04152575387067
4728.96,0.579,107.78029036392351
4728.96,0.621,115.81595975592762
4728.96,0.663,124.21530245344762
4728.96,0.705,131.83831297948558
4728.96,0.747,137.69424975821303
4728.96,0.789,144.0309133388437
4728.96,0.832,149.18370174894173
4728.96,0.874,155.1276285281466
4728.96,0.916,157.90845367483632
4728.96,0.958,165.29961228424725
4903.03,0.0,0.0
4903.03,0.2,46.971958490729364
4903.03,0.242,59.59255564540346
4903.03,0.284,69.27661465848352
4903.03,0.326,80.1651056295086
4903.03,0.368,89.84529420348564
4903.03,0.411,101.83205615256927
4903.03,0.453,110.6458493445104
4903.03,0.495,120.64591695285644
4903.03,0.537,131.74963326315824
4903.03,0.579,139.18245996432788
4903.03,0.621,148.62007421034767
4903.03,0.663,155.52863970658282
4903.03,0.705,164.25757481656825
4903.03,0.747,170.5752170637168
4903.03,0.789,177.6404106578372
4903.03,0.832,183.0497871539668
4903.03,0.874,187.81712511668636
4903.03,0.916,193.67344662860188
4903.03,0.958,200.56298338262022
5077.1,0.0,0.0
5077.1,0.2,73.53222737948407
5077.1,0.242,87.70202882649986
5077.1,0.284,100.739258756989
5077.1,0.326,112.72557360478379
5077.1,0.368,126.01788607402624
5077.1,0.411,137.46704376304064
5077.1,0.453,149.14382110291726
5077.1,0.495,160.7574815937023
5077.1,0.537,167.6827929382072
5077.1,0.579,177.14731999708536
5077.1,0.621,188.20380691353063
5077.1,0.663,199.31693663527454
5077.1,0.705,205.60664133419093
5077.1,0.747,209.42674208274101
5077.1,0.789,215.92946071422284
5077.1,0.832,223.40781507667126
5077.1,0.874,228.3931492864295
5077.1,0.916,237.94787278711445
5077.1,0.958,239.29811616748216
5251.17,0.0,0.0
5251.17,0.2,112.07669557867382
5251.17,0.242,126.52873289221296
5251.17,0.284,144.13320732202098
5251.17,0.326,158.03274694708767
5251.17,0.368,171.5111893723873
5251.17,0.411,182.66112069449642
5251.17,0.453,195.21926535756077
5251.17,0.495,207.69119117315398
5251.17,0.537,218.72026068648756
5251.17,0.579,227.79783949618854
