K,T,loc_vol
4171.929,0.2,0.387651379063095
4171.929,0.239894736842105,0.405028694214067
4171.929,0.27978947368421,0.421495866826869
4171.929,0.319684210526316,0.432692463016293
4171.929,0.359578947368421,0.438045048208328
4171.929,0.399473684210526,0.43743407789042
4171.929,0.439368421052632,0.431346528353001
4171.929,0.479263157894737,0.42245187338804
4171.929,0.519157894736842,0.412339173805323
4171.929,0.559052631578947,0.402413705606639
4171.929,0.598947368421053,0.393573689950276
4171.929,0.638842105263158,0.38611461166904
4171.929,0.678736842105263,0.380039239968053
4171.929,0.718631578947368,0.375159415632029
4171.929,0.758526315789474,0.371192278478368
4171.929,0.798421052631579,0.367907374704956
4171.929,0.838315789473684,0.365008777474978
4171.929,0.87821052631579,0.362012078105104
4171.929,0.918105263157895,0.358344595989963
4485.258,0.2,0.367177216086698
4485.258,0.239894736842105,0.360983388424563
4485.258,0.27978947368421,0.361622091036934
4485.258,0.319684210526316,0.364069202733758
4485.258,0.359578947368421,0.366285992235814
4485.258,0.399473684210526,0.366948903041926
4485.258,0.439368421052632,0.365114411937592
4485.258,0.479263157894737,0.361348772810511
4485.258,0.519157894736842,0.355863104784824
4485.258,0.559052631578947,0.34908103204762
4485.258,0.598947368421053,0.341506188560472
4485.258,0.638842105263158,0.333508291814398
4485.258,0.678736842105263,0.325192099020451
4485.258,0.718631578947368,0.317513988474338
4485.258,0.758526315789474,0.310232085847522
4485.258,0.798421052631579,0.303399147948139
4485.258,0.838315789473684,0.296937305090753
4485.258,0.87821052631579,0.29053310843633
4485.258,0.918105263157895,0.283740188252198
4798.587,0.2,0.326500989340598
4798.587,0.239894736842105,0.315567632145908
4798.587,0.27978947368421,0.310217618289245
4798.587,0.319684210526316,0.308481231711028
4798.587,0.359578947368421,0.309106521777922
4798.587,0.399473684210526,0.31098564749459
4798.587,0.439368421052632,0.312915370416075
4798.587,0.479263157894737,0.314312340953909
4798.587,0.519157894736842,0.31459027941489
4798.587,0.559052631578947,0.313413767155598
4798.587,0.598947368421053,0.310739029341907
4798.587,0.638842105263158,0.30665597879712
4798.587,0.678736842105263,0.301087847686268
4798.587,0.718631578947368,0.295354229845532
4798.587,0.758526315789474,0.289256683013088
4798.587,0.798421052631579,0.28301903899776
4798.587,0.838315789473684,0.276732375338425
4798.587,0.87821052631579,0.270223475647721
4798.587,0.918105263157895,0.263138814665303
5111.916,0.2,0.280182849089631
5111.916,0.239894736842105,0.274225234054183
5111.916,0.27978947368421,0.269456743602941
5111.916,0.319684210526316,0.266426794015781
5111.916,0.359578947368421,0.265296701769567
5111.916,0.399473684210526,0.265938976866592
5111.916,0.439368421052632,0.267862471394444
