4409.82	0.0833	0.3	1117.97
4567.32	0.0833	0.301563	962.604
4724.81	0.0833	0.303906	810.006
4882.31	0.0833	0.289453	659.527
5039.8	0.0833	0.283984	517.351
5197.29	0.0833	0.257422	377.427
5354.79	0.0833	0.255859	262.832
5512.28	0.0833	0.223242	151.09
5669.77	0.0833	0.234375	91.5592
5827.27	0.0833	0.212109	38.0336
5984.76	0.0833	0.217578	18.0036
6142.25	0.0833	0.221094	7.76253
6299.75	0.0833	0.214063	2.30656
6457.24	0.0833	0.228125	1.22454

4409.82	0.148779	0.304688	1135.33
4567.32	0.148779	0.296875	983.924
4724.81	0.148779	0.286328	835.211
4882.31	0.148779	0.270508	689.247
5039.8	0.148779	0.259961	551.626
5197.29	0.148779	0.239648	417.403
5354.79	0.148779	0.23418	305.314
5512.28	0.148779	0.213281	198.142
5669.77	0.148779	0.213672	128.611
5827.27	0.148779	0.198438	67.8252
5984.76	0.148779	0.196875	36.1644
6142.25	0.148779	0.196094	18.0055
6299.75	0.148779	0.185938	6.45005
6457.24	0.148779	0.196875	3.78864

4409.82	0.214257	0.296875	1155.04
4567.32	0.214257	0.291797	1008.02
4724.81	0.214257	0.283008	864.207
4882.31	0.214257	0.27207	724.789
5039.8	0.214257	0.263672	593.956
5197.29	0.214257	0.249707	468.096
5354.79	0.214257	0.243066	359.605
5512.28	0.214257	0.228418	257.325
5669.77	0.214257	0.223047	180.112
5827.27	0.214257	0.210156	112.42
5984.76	0.214257	0.203906	67.8354
6142.25	0.214257	0.200391	39.2312
6299.75	0.214257	0.188672	17.7954
6457.24	0.214257	0.194922	11.0158

4409.82	0.279736	0.288281	1173.66
4567.32	0.279736	0.285547	1030.8
4724.81	0.279736	0.278516	891.197
4882.31	0.279736	0.271289	757.526
5039.8	0.279736	0.264258	631.528
5197.29	0.279736	0.254004	511.483
5354.79	0.279736	0.245801	403.737
5512.28	0.279736	0.23252	302.236
5669.77	0.279736	0.225098	220.801
5827.27	0.279736	0.214551	150.371
5984.76	0.279736	0.206738	97.8712
6142.25	0.279736	0.203125	62.7052
6299.75	0.279736	0.191602	33.2304
6457.24	0.279736	0.195703	21.7778

4409.82	0.345214	0.278711	1191.04
4567.32	0.345214	0.277148	1051.22
4724.81	0.345214	0.270508	914.055
4882.31	0.345214	0.263965	783.099
5039.8	0.345214	0.255859	657.9
5197.29	0.345214	0.245508	538.561
5354.79	0.345214	0.237598	431.39
5512.28	0.345214	0.227637	332.657
5669.77	0.345214	0.220703	250.213
5827.27	0.345214	0.213086	180.053
5984.76	0.345214	0.205469	123.332
6142.25	0.345214	0.20293	84.6235
6299.75	0.345214	0.192188	49.4828
6457.24	0.345214	0.194922	33.8158

4409.82	0.410693	0.282813	1214.13
4567.32	0.410693	0.279687	1077.15
4724.81	0.410693	0.272363	942.615
4882.31	0.410693	0.266113	814.837
5039.8	0.410693	0.258301	692.491
5197.29	0.410693	0.250195	577.438
5354.79	0.410693	0.24248	471.789
5512.28	0.410693	0.233984	374.91
5669.77	0.410693	0.226172	289.997
5827.27	0.410693	0.218799	217.419
5984.76	0.410693	0.209863	154.776
6142.25	0.410693	0.206641	111.006
6299.75	0.410693	0.194922	68.8498
6457.24	0.410693	0.19668	49.029

4409.82	0.476171	0.28457	1236.49
4567.32	0.476171	0.281836	1102.82
4724.81	0.476171	0.275195	971.597
4882.31	0.476171	0.270313	847.932
5039.8	0.476171	0.263086	728.475
5197.29	0.476171	0.255859	616.421
5354.79	0.476171	0.247754	511.332
5512.28	0.476171	0.239355	414.793
5669.77	0.476171	0.230664	327.458
5827.27	0.476171	0.22334	252.849
5984.76	0.476171	0.213477	185.403
6142.25	0.476171	0.209766	137.535
6299.75	0.476171	0.197754	89.6941
6457.24	0.476171	0.198438	65.593

4409.82	0.54165	0.280664	1254.11
4567.32	0.54165	0.277734	1122.28
4724.81	0.54165	0.271387	992.771
4882.31	0.54165	0.26709	871.224
5039.8	0.54165	0.259814	752.835
5197.29	0.54165	0.252734	641.614
5354.79	0.54165	0.244336	536.203
5512.28	0.54165	0.236426	439.945
5669.77	0.54165	0.227734	351.58
5827.27	0.54165	0.221777	277.511
5984.76	0.54165	0.2125	208.351
6142.25	0.54165	0.209277	158.782
6299.75	0.54165	0.199023	109.212
6457.24	0.54165	0.197949	80.455

4409.82	0.607129	0.275781	1270.59
4567.32	0.607129	0.272656	1140.01
4724.81	0.607129	0.266309	1011.57
4882.31	0.607129	0.261865	890.856
5039.8	0.607129	0.254395	772.652
5197.29	0.607129	0.247607	662.129
5354.79	0.607129	0.239404	556.797
5512.28	0.607129	0.232861	462.189
5669.77	0.607129	0.224756	373.764
5827.27	0.607129	0.220068	300.502
5984.76	0.607129	0.211328	230.159
6142.25	0.607129	0.208691	179.383
6299.75	0.607129	0.199902	128.606
6457.24	0.607129	0.197559	95.7067

4409.82	0.672607	0.273242	1292.44
4567.32	0.672607	0.269727	1162.93
4724.81	0.672607	0.263477	1035.65
4882.31	0.672607	0.25957	916.714
5039.8	0.672607	0.252539	799.728
5197.29	0.672607	0.247363	692.058
5354.79	0.672607	0.239795	587.702
5512.28	0.672607	0.234326	494.587
5669.77	0.672607	0.226123	404.939
5827.27	0.672607	0.221533	330.545
5984.76	0.672607	0.212158	256.65
6142.25	0.672607	0.209668	203.956
6299.75	0.672607	0.201855	151.355
6457.24	0.672607	0.198633	114.309

4409.82	0.738086	0.270703	1311.89
4567.32	0.738086	0.267188	1183.69
4724.81	0.738086	0.261719	1058.31
4882.31	0.738086	0.258398	941.121
5039.8	0.738086	0.251953	825.723
5197.29	0.738086	0.2479	720.465
5354.79	0.738086	0.24082	617.144
5512.28	0.738086	0.235889	524.936
5669.77	0.738086	0.227637	434.421
5827.27	0.738086	0.223047	358.973
5984.76	0.738086	0.213916	283.525
6142.25	0.738086	0.21084	227.951
6299.75	0.738086	0.203857	173.886
6457.24	0.738086	0.200024	133.29

4409.82	0.803564	0.271387	1334.13
