,0
0,8.245762825012207
1,10.256970405578613
2,11.143742561340332
3,11.61065673828125
4,11.851981163024902
5,11.945491790771484
6,11.927119255065918
7,11.814568519592285
8,11.61759090423584
9,11.343233108520508
10,10.999302864074707
11,10.596704483032227
12,10.145540237426758
13,9.635927200317383
14,9.01356029510498
15,8.164592742919922
16,6.86885404586792
17,4.503868103027344
18,-0.07143710553646088
19,2.3976123332977295
20,3.774172306060791
21,3.223687171936035
22,1.3056741952896118
23,-2.5677366256713867
24,3.265341281890869
25,5.082071781158447
26,5.712802410125732
27,5.803372859954834
28,5.470445156097412
29,4.598479270935059
30,2.3963558673858643
31,0.5714462399482727
32,-0.32655611634254456
33,-2.5272605419158936
34,-2.1098155975341797
35,0.4494074583053589
36,0.9043921232223511
37,0.14643296599388123
38,-2.6806654930114746
39,-1.7218809127807617
40,-1.6903393268585205
41,-1.3251042366027832
42,-1.008910059928894
43,-1.1859667301177979
44,-1.2886098623275757
45,-1.500953197479248
46,-1.9225109815597534
47,-2.829164981842041
48,-1.1789534091949463
49,-2.3096120357513428
50,-1.81070876121521
51,-3.1243560314178467
52,-3.067218065261841
53,-3.3349099159240723
54,-3.257344961166382
55,-2.997965097427368
56,-3.407174587249756
57,-3.2100746631622314
58,-2.977384567260742
59,-3.498340606689453
60,-2.273892402648926
61,-2.29770565032959
62,-2.761735677719116
63,-2.795009136199951
64,-2.470134973526001
65,-3.0159666538238525
66,-2.4717793464660645
67,-2.0490076541900635
68,-2.0121548175811768
69,-2.2639822959899902
70,-3.1421706676483154
71,-2.172687292098999
72,-1.6865026950836182
73,-1.4884673357009888
74,-1.4196052551269531
75,-1.489330530166626
76,-1.6592283248901367
77,-2.008301258087158
78,-2.9549357891082764
79,-2.1642065048217773
80,-1.5596235990524292
81,-0.6633926033973694
82,-1.433701992034912
83,-1.6693334579467773
84,-2.1230952739715576
85,-1.5276501178741455
86,-2.9915881156921387
87,-3.5119385719299316
88,-3.35090708732605
89,-3.0698211193084717
90,-3.2669694423675537
91,-2.161313533782959
92,-2.9946682453155518
93,-2.781216859817505
94,-3.0197577476501465
95,-1.6603477001190186
96,-2.3996834754943848
97,-2.470181941986084
98,-2.8782122135162354
99,-2.585983991622925
100,-2.717409133911133
101,-3.113121747970581
102,-2.9343721866607666
103,-3.345734119415283
104,-2.8702685832977295
105,-3.015000343322754
106,-3.1325414180755615
107,-3.196772813796997
108,-2.9446933269500732
109,-2.8790040016174316
110,-3.5480782985687256
111,-3.357759714126587
112,-3.1044974327087402
113,-3.533738613128662
114,-2.366636276245117
115,-1.7687067985534668
116,-1.7096242904663086
117,-1.9876246452331543
118,-2.331514596939087
119,-3.5817534923553467
120,-3.1276893615722656
121,-3.5078775882720947
122,-3.49061918258667
123,-3.2211947441101074
124,-3.6034278869628906
125,-3.159606695175171
126,-3.7101640701293945
127,-3.193905830383301
128,-3.8126604557037354
129,-3.2907934188842773
130,-3.686100721359253
131,-3.4895505905151367
132,-3.45379376411438
133,-3.9039034843444824
134,-2.7459683418273926
135,-2.4699831008911133
136,-2.696983814239502
137,-4.26678991317749
138,-1.4764978885650635
139,-1.1523619890213013
140,-1.762569785118103
141,-1.9427154064178467
142,-2.292482376098633
143,-1.9885215759277344
144,-0.7166938781738281
145,0.6500726938247681
146,0.21681424975395203
147,-1.2062441110610962
148,-1.2069486379623413
