Strike,Maturity,0
1700.0,0.24600000000000002,0.017313664366100802
2300.0,0.419,14.045754521507678
2350.0,0.09300000000000001,1.1324471563534415
2350.0,0.11199999999999999,1.576631219885701
2400.0,0.419,19.933640429363923
2550.0,0.342,26.47229394696553
2600.0,0.09300000000000001,6.670403136814289
2600.0,0.17,14.050035624204362
2650.0,0.342,39.72292660803607
2660.0,0.24600000000000002,28.430736191377054
2675.0,0.11199999999999999,12.307403180199517
2700.0,0.09300000000000001,11.793958417271327
2700.0,0.09300000000000001,11.793958417271327
2700.0,0.24600000000000002,33.71971960983167
2715.0,0.11199999999999999,16.768166177117433
2725.0,0.036000000000000004,5.496344093633576
2740.0,0.016,2.599163337005489
2745.0,0.09300000000000001,17.939916658808116
2750.0,0.011000000000000001,1.687456151362219
2750.0,0.016,2.986328190408699
2750.0,0.036000000000000004,7.384658901008889
2750.0,0.17,32.35769033653911
2750.0,0.591,89.5317183109637
2750.0,1.588,180.5783842979686
2755.0,0.09300000000000001,19.305685156927414
2755.0,0.17,33.31682110371517
2760.0,0.011000000000000001,1.9283289223937934
2760.0,0.016,3.3734930438119073
2765.0,0.09300000000000001,20.671453655046697
2770.0,0.09300000000000001,21.35433790410635
2775.0,0.016,3.954240323916722
2775.0,0.07400000000000001,18.13498517946708
2775.0,1.588,188.98816729689833
2790.0,0.11199999999999999,28.181647874491667
2795.0,0.005,0.7746243529225505
2800.0,0.005,0.8105628230654421
2800.0,0.011000000000000001,2.8918200065200894
2800.0,0.036000000000000004,11.16128851575951
2800.0,0.591,103.10537746066215
2805.0,0.036000000000000004,11.538951477234574
2805.0,0.09300000000000001,26.134527647523875
2810.0,0.005,0.8824397633512254
2810.0,0.011000000000000001,3.132692777551663
2810.0,0.055,17.470270815823987
2815.0,0.03,10.528593295340523
2820.0,0.005,0.9543167036370086
2820.0,0.016,5.696482164231164
2820.0,0.11199999999999999,32.74704055344133
2820.0,0.203,52.71326999958406
2825.0,0.011000000000000001,3.4940019340990247
2825.0,0.07400000000000001,24.13808866473039
2825.0,2.585,277.7082592522295
2830.0,0.11199999999999999,34.268838113091284
2835.0,0.011000000000000001,3.734874705130599
2835.0,0.17,48.662913378531904
2840.0,0.005,1.0980705842085752
2840.0,0.011000000000000001,3.8553110906463854
2840.0,0.036000000000000004,14.182592207560011
2840.0,0.07400000000000001,25.939019710309378
2840.0,0.131,40.57182725177391
2845.0,0.005,1.1340090543514667
2845.0,0.036000000000000004,14.56025516903507
2845.0,0.11199999999999999,36.551534452566116
2850.0,0.005,1.169947524494358
2850.0,0.011000000000000001,4.096183861677959
2850.0,0.036000000000000004,14.937918130510143
2850.0,0.203,58.98704245881589
2850.0,0.419,96.31490517712895
2850.0,0.841,143.82934846928677
2855.0,0.005,1.2058859946372498
2865.0,0.036000000000000004,20.58612318842433
2865.0,0.07400000000000001,32.7919733144616
2870.0,0.07400000000000001,36.912760684487644
2870.0,0.11199999999999999,46.76015564283447
2870.0,0.24600000000000002,76.41547645322039
2875.0,0.011000000000000001,19.3257108301189
2875.0,0.419,107.09836763338647
2880.0,0.005,21.46660520446016
2880.0,0.036000000000000004,34.10087488863335
2880.0,0.11199999999999999,54.39859817969901
2885.0,0.011000000000000001,29.021880977273433
2885.0,0.036000000000000004,38.605792122036334
2885.0,0.07400000000000001,49.275122794565874
2885.0,0.131,62.6228702025873
2890.0,0.005,31.34846106956697
2890.0,0.011000000000000001,33.869966050850685
2890.0,0.016,36.238652751971976
2890.0,0.07400000000000001,53.39591016459196
2895.0,0.005,36.289389002120366
2895.0,0.011000000000000001,38.71805112442796
2900.0,0.005,41.23031693467378
2900.0,0.011000000000000001,43.56613619800521
2900.0,0.036000000000000004,52.12054382224533
2900.0,0.591,138.995636755279
2900.0,2.585,311.33344763861226
2905.0,0.005,46.17124486722719
2905.0,0.055,61.54077832893675
2910.0,0.036000000000000004,61.13037828905135
2910.0,0.11199999999999999,77.3139257902926
2915.0,0.005,56.053100732334
2915.0,0.055,70.13605552928075
2920.0,0.011000000000000001,62.95847649231427
2920.0,0.016,64.80285484147453
2920.0,0.036000000000000004,70.14021275585732
2920.0,0.055,74.43369412945283
2925.0,0.016,69.56355518972497
2925.0,0.03,73.3513889419976
2925.0,0.11199999999999999,88.77158959558936
2925.0,0.17,98.66773059979043
2925.0,0.342,124.55280627175449
2930.0,0.005,70.87588452999421
2930.0,0.011000000000000001,72.65464663946878
2930.0,0.03,77.92196081681658
2930.0,0.055,83.0289713297968
2930.0,0.09300000000000001,89.4271357289329
2935.0,0.011000000000000001,77.50273171304603
2935.0,0.036000000000000004,83.65496445606631
2940.0,0.016,83.84565623447624
2940.0,0.036000000000000004,88.15988168946934
2940.0,0.07400000000000001,94.6037838648528
2945.0,0.005,85.69866832765443
2945.0,0.011000000000000001,87.19890186020055
2945.0,0.036000000000000004,92.66479892287238
2950.0,0.027000000000000003,95.68861706991378
2950.0,0.09300000000000001,105.27645386747828
2950.0,0.17,115.96547066298463
2950.0,0.342,138.69240001089682
2955.0,0.005,95.58052419276126
2955.0,0.016,98.12775727922757
2955.0,0.17,119.42501867562343
2960.0,0.044000000000000004,107.36870571114845
2960.0,0.07400000000000001,111.0869333449569
2965.0,0.17,126.34411470090107
2970.0,0.011000000000000001,111.4393272280869
2980.0,0.011000000000000001,121.1354973752414
3000.0,0.016,140.97406041348137
3000.0,0.027000000000000003,141.74293824036917
3000.0,0.063,143.57014661814696
3000.0,0.591,187.74646628576141
3000.0,1.588,278.582773577657
3005.0,0.016,145.73476076173176
3015.0,0.11199999999999999,157.51757242737028
3025.0,0.07400000000000001,164.65716915529583
3025.0,0.17,167.85869085256726
