,0
0,8.412018775939941
1,8.816146850585938
2,8.926989555358887
3,8.922652244567871
4,8.848432540893555
5,8.718811988830566
6,8.534814834594727
7,8.286054611206055
8,7.942399978637695
9,7.4122490882873535
10,6.168806076049805
11,6.824223518371582
12,7.3616719245910645
13,7.534454345703125
14,7.564841270446777
15,7.5062785148620605
16,7.374243259429932
17,7.166529655456543
18,6.8624677658081055
19,6.398730278015137
20,5.523764133453369
21,5.309520721435547
22,5.735060691833496
23,5.74426794052124
24,5.545656204223633
25,5.153588771820068
26,4.661839008331299
27,4.8379926681518555
28,5.0143961906433105
29,4.979619026184082
30,4.820417881011963
31,4.652682304382324
32,4.613330364227295
33,4.670066833496094
34,4.726336479187012
35,4.752999305725098
36,4.7510576248168945
37,4.727116107940674
38,4.688507080078125
39,4.643683433532715
40,4.6034746170043945
41,4.580316543579102
42,4.581716537475586
43,4.600828170776367
44,4.6183342933654785
45,4.617486000061035
46,4.595400810241699
47,4.563004016876221
48,4.536188125610352
49,4.523535251617432
50,4.5213117599487305
51,4.519220352172852
52,4.507652759552002
53,4.481449127197266
54,4.44342041015625
55,4.409100532531738
56,4.3952178955078125
57,4.378581523895264
58,4.320851802825928
59,4.270442962646484
60,4.283191680908203
61,4.198403835296631
62,4.242053985595703
63,4.173770427703857
64,4.277798175811768
65,4.172718524932861
66,4.209325790405273
67,4.137355327606201
68,4.150193691253662
69,4.095391273498535
70,4.108241081237793
71,4.070908069610596
72,4.084229469299316
73,4.054295539855957
74,4.051187992095947
75,4.030726909637451
76,4.010984420776367
77,3.9941534996032715
78,3.9705772399902344
79,3.951272487640381
80,3.9421043395996094
81,3.911919355392456
82,3.916377544403076
83,3.902411699295044
84,3.8637278079986572
85,3.8599612712860107
86,3.85817813873291
87,3.8103256225585938
88,3.7955565452575684
89,3.800191879272461
90,3.762176990509033
91,3.736039638519287
92,3.731232166290283
93,3.7085607051849365
94,3.6760377883911133
95,3.6505484580993652
96,3.637394905090332
97,3.6331257820129395
98,3.622424602508545
99,3.6085803508758545
100,3.5679571628570557
101,3.5346107482910156
102,3.507321357727051
103,3.4833970069885254
104,3.460578680038452
105,3.4458632469177246
106,3.517585277557373
107,3.757688522338867
108,3.404240131378174
109,3.3955564498901367
110,3.622619390487671
111,3.4028944969177246
112,3.3209657669067383
113,3.4683613777160645
114,3.5752739906311035
115,3.261356830596924
116,3.4251513481140137
117,3.5743319988250732
118,3.2679080963134766
119,3.773653268814087
120,3.4892609119415283
121,3.779783248901367
122,3.9509973526000977
123,3.566040515899658
124,3.6652567386627197
125,3.8488759994506836
126,3.413515329360962
127,3.6782338619232178
128,3.8706235885620117
129,3.6501660346984863
130,3.280160427093506
131,3.571592330932617
132,3.2304606437683105
133,3.551640272140503
134,3.5372314453125
135,3.206526041030884
136,3.4467051029205322
137,3.1745145320892334
138,3.383317232131958
139,3.2101798057556152
140,3.4023234844207764
141,3.2570924758911133
142,3.377439022064209
143,3.3773086071014404
144,3.17899227142334
145,3.276930093765259
146,3.161129951477051
147,3.1703569889068604
148,3.195544481277466
149,3.079010009765625
150,3.2154955863952637
151,3.046941041946411
152,3.1417481899261475
153,3.1356780529022217
154,3.012989044189453
155,3.1464767456054688
156,3.092085838317871
157,2.9772658348083496
158,3.0443451404571533
159,3.1827471256256104
160,2.9828782081604004
161,2.947793483734131
162,3.050004482269287
163,3.1557364463806152
164,2.9660844802856445
165,2.9071242809295654
166,2.9251224994659424
167,3.0734260082244873
168,3.1064252853393555
169,2.92706561088562
170,2.875120162963867
171,2.8603100776672363
172,2.84896183013916
173,2.839921712875366
174,2.832157611846924
175,2.8234076499938965
176,2.8331425189971924
177,3.0329244136810303
178,3.2576911449432373
179,2.8342270851135254
180,3.5744943618774414
181,3.3822665214538574
182,3.3098068237304688
183,3.372340679168701
184,2.9234330654144287
185,2.935065746307373
186,3.2456464767456055
187,2.962852954864502
188,3.5964834690093994
189,3.7665045261383057
190,3.195636510848999
191,3.590428113937378
192,3.985948085784912
193,4.020374774932861
194,3.833354949951172
195,3.3263697624206543
196,3.3350844383239746
197,3.705242156982422
198,3.581460475921631
199,3.0976758003234863
200,3.396432638168335
201,3.577144145965576
202,3.425837755203247
203,2.9428226947784424
204,3.4300811290740967
205,3.477632999420166
206,2.947256565093994
207,3.401979923248291
208,3.573859930038452
209,3.3260765075683594
210,2.9615907669067383
211,3.2318367958068848
212,2.8855361938476562
213,3.181912422180176
214,3.1289660930633545
215,2.9040162563323975
216,3.0303070545196533
217,2.857221841812134
218,2.9082159996032715
219,2.8564765453338623
220,2.7619211673736572
221,2.8903586864471436
222,2.7590250968933105
223,2.7126688957214355
224,2.789879322052002
225,2.8453259468078613
226,2.7435264587402344
227,2.6775786876678467
228,2.656278133392334
229,2.686608076095581
230,2.930387020111084
231,2.796274185180664
232,2.738135814666748
233,2.8214266300201416
234,2.831491708755493
235,2.6907312870025635
236,2.670029640197754
237,2.768050193786621
238,2.8786232471466064
239,2.635441541671753
240,2.6109707355499268
241,2.741703987121582
242,2.8839995861053467
243,2.5601139068603516
244,2.61539888381958
245,2.987190008163452
246,2.542189121246338
247,3.1600072383880615
248,2.6706626415252686
249,3.510833740234375
250,3.8182430267333984
251,3.760044574737549
252,3.3541054725646973
253,2.8085434436798096
254,3.1597225666046143
255,2.7200376987457275
256,3.165768623352051
257,3.1962835788726807
258,2.596306324005127
259,3.244669198989868
260,3.075702667236328
261,2.946957588195801
262,3.0363123416900635
263,2.635664224624634
264,2.7211577892303467
265,2.8465170860290527
266,2.6558330059051514
267,3.045593500137329
268,2.836726427078247
269,3.0915985107421875
270,3.2496848106384277
271,2.699594259262085
272,3.434079885482788
273,3.7588772773742676
274,3.6126182079315186
275,2.8367795944213867
276,3.4932875633239746
277,3.954932689666748
278,4.115221977233887
279,4.144349575042725
280,4.082286357879639
281,3.9260828495025635
282,3.6245861053466797
283,3.046004295349121
284,3.356610059738159
285,3.7735214233398438
286,3.8321168422698975
287,3.613140106201172
288,3.0302352905273438
289,3.225017786026001
290,3.5702645778656006
291,3.635418653488159
292,3.4856631755828857
293,2.981630563735962
294,3.166133165359497
295,3.524022340774536
296,3.353271484375
297,2.679610013961792
298,3.240100860595703
299,3.42376971244812
300,3.235419750213623
301,2.6516475677490234
302,3.2464511394500732
303,3.297471523284912
304,2.722689390182495
305,3.209650993347168
306,3.4783525466918945
307,3.4050416946411133
308,2.9470787048339844
309,3.082606077194214
310,3.3857107162475586
311,3.087442398071289
312,2.792623281478882
313,3.0470223426818848
314,2.7030320167541504
315,3.080580472946167
316,3.156050443649292
317,2.525149345397949
318,3.0838985443115234
319,3.044246196746826
320,2.5207581520080566
321,2.837002992630005
322,2.5086259841918945
323,2.6012771129608154
324,2.6763534545898438
325,2.4586541652679443
326,2.595331907272339
327,2.644103765487671
328,2.4609158039093018
329,2.442455530166626
330,2.5625252723693848
331,2.680466890335083
332,2.4417853355407715
333,2.47554874420166
334,2.711669921875
335,2.4605002403259277
336,2.4190115928649902
337,2.526315450668335
338,2.7085275650024414
339,2.451603889465332
340,2.405261516571045
341,2.4807419776916504
342,2.679173231124878
343,2.4331488609313965
344,2.400080442428589
345,2.5123202800750732
346,2.668839454650879
347,2.441732168197632
348,2.386970043182373
349,2.4144575595855713
350,2.572741746902466
351,2.577667713165283
352,2.4478957653045654
353,2.407594919204712
354,2.4301514625549316
355,2.54293155670166
356,2.609370231628418
357,2.413254499435425
358,2.3751492500305176
359,2.3865647315979004
360,2.503066062927246
361,2.6622183322906494
362,2.4229958057403564
363,2.3677470684051514
364,2.385373115539551
365,2.5415890216827393
366,2.6756675243377686
367,2.346020221710205
368,2.4099559783935547
369,2.7977750301361084
370,2.347169876098633
371,3.0331737995147705
372,2.688664197921753
373,3.2234609127044678
374,3.5533905029296875
375,3.4598002433776855
376,2.885596990585327
377,3.1805174350738525
378,3.5876071453094482
379,3.501713752746582
380,2.9239282608032227
381,3.0909841060638428
382,3.4783759117126465
383,3.516936779022217
384,3.2898755073547363
385,2.6267917156219482
386,3.311170816421509
387,3.6497139930725098
388,3.588097333908081
389,3.0890257358551025
390,2.841376781463623
391,3.2191264629364014
392,3.089650869369507
393,2.515533924102783
394,3.0925655364990234
395,3.0747201442718506
396,2.4922852516174316
397,2.9546115398406982
398,2.8653793334960938
399,2.5595881938934326
400,2.663335084915161
401,2.5878801345825195
402,2.487225294113159
403,2.765699863433838
404,2.45477032661438
405,2.9947869777679443
406,3.0297224521636963
407,2.348721981048584
408,3.0416271686553955
409,2.8371360301971436
410,2.8306825160980225
411,2.9587290287017822
412,2.3725764751434326
413,2.888939380645752
414,2.440419912338257
415,3.16355562210083
416,3.3836402893066406
417,3.0931360721588135
418,2.4783010482788086
419,2.6157572269439697
420,2.699505567550659
421,2.5451581478118896
422,2.925567865371704
423,2.909355401992798
424,2.484588146209717
425,2.5521140098571777
426,2.663006067276001
427,2.4154868125915527
428,2.899278402328491
429,2.838038444519043
430,2.521502733230591
431,2.4736902713775635
432,2.801304340362549
433,2.68843674659729
434,2.7329115867614746
435,2.6742630004882812
436,2.7355878353118896
437,2.750236988067627
438,2.516659736633301
439,2.4297077655792236
440,2.793579339981079
441,2.6309030055999756
442,2.8664276599884033
443,2.8859193325042725
444,2.4491536617279053
445,2.472270965576172
446,2.7301368713378906
447,2.465916633605957
448,2.970447301864624
449,3.1076791286468506
450,2.570967197418213
451,3.1978111267089844
452,3.5638957023620605
453,3.4819061756134033
454,2.9019131660461426
455,2.963919162750244
456,3.3844175338745117
457,3.397740364074707
458,3.084078550338745
459,2.4606974124908447
460,2.9692258834838867
461,2.7501418590545654
462,2.704740047454834
463,2.8326494693756104
464,2.359686851501465
465,2.7704172134399414
466,2.3922479152679443
467,2.871234178543091
468,2.81268572807312
469,2.4394590854644775
470,2.511634588241577
471,2.6019105911254883
472,2.451765775680542
473,2.788743019104004
474,2.6304330825805664
475,2.8004980087280273
476,2.9072043895721436
477,2.2970876693725586
478,2.9202542304992676
479,2.6817522048950195
480,2.83778977394104
481,3.0184805393218994
482,2.473618984222412
483,3.1785500049591064
484,3.505836248397827
485,3.380976915359497
486,2.6880862712860107
487,3.1613287925720215
488,3.6138386726379395
489,3.7437243461608887
490,3.7142367362976074
491,3.532461166381836
492,3.080141544342041
493,2.6162149906158447
494,3.0782320499420166
495,2.9322025775909424
496,2.464972972869873
497,2.7623651027679443
498,2.466552972793579
499,2.8612401485443115
500,2.8635575771331787
501,2.4612090587615967
502,2.657797336578369
503,2.3734989166259766
504,2.498476266860962
505,2.4392406940460205
506,2.3623299598693848
507,2.528691053390503
508,2.3241357803344727
509,2.4164962768554688
510,2.43829083442688
511,2.30302095413208
512,2.312675952911377
513,2.4259305000305176
514,2.4187917709350586
515,2.2970516681671143
516,2.2891130447387695
517,2.35056734085083
518,2.406162977218628
519,2.347655773162842
520,2.2895827293395996
521,2.273841381072998
522,2.2751853466033936
523,2.3062705993652344
524,2.371840238571167
525,2.377007246017456
526,2.2897794246673584
527,2.254295587539673
528,2.2431838512420654
529,2.2449898719787598
530,2.2692689895629883
531,2.3621041774749756
532,2.4235854148864746
533,2.3253796100616455
534,2.26647686958313
535,2.2695744037628174
536,2.3318068981170654
537,2.445359230041504
538,2.3014516830444336
539,2.267822504043579
540,2.332850456237793
541,2.4739487171173096
542,2.275801658630371
543,2.233701705932617
544,2.268993854522705
545,2.447220802307129
546,2.3625872135162354
547,2.302182674407959
548,2.3269853591918945
549,2.4286041259765625
550,2.309952974319458
551,2.2986748218536377
552,2.360982656478882
553,2.407412052154541
554,2.27962589263916
555,2.2832157611846924
556,2.3854525089263916
557,2.4118359088897705
558,2.25060772895813
559,2.242321252822876
560,2.3623335361480713
561,2.4665539264678955
562,2.209120988845825
563,2.168551445007324
564,2.1881184577941895
565,2.354475975036621
566,2.5770318508148193
567,2.182166337966919
568,2.7468910217285156
569,2.2000250816345215
570,3.000147581100464
571,3.0386221408843994
572,2.313103437423706
573,3.2770793437957764
574,3.615170955657959
575,3.542922019958496
576,3.002213478088379
577,2.73974609375
578,3.106459617614746
579,2.8579771518707275
580,2.461338520050049
581,2.5829873085021973
582,2.454225778579712
583,2.319628953933716
584,2.75369930267334
585,2.505875587463379
586,2.9021799564361572
587,3.1190309524536133
588,2.736884355545044
589,2.7852370738983154
590,2.9807844161987305
591,2.3353981971740723
592,3.107323408126831
593,3.4388175010681152
594,3.436466693878174
595,3.1586666107177734
596,2.4909653663635254
597,3.090916872024536
598,3.30647349357605
599,3.083148956298828
600,2.5351288318634033
601,2.976745128631592
602,3.0615901947021484
603,2.64136004447937
604,2.8296570777893066
605,3.0886034965515137
606,2.652522563934326
607,2.8933396339416504
608,3.195688486099243
609,3.034006118774414
610,2.314276695251465
611,3.1190829277038574
612,3.364292860031128
613,3.1518936157226562
614,2.3432912826538086
615,3.105677843093872
616,3.4259860515594482
617,3.4460227489471436
618,3.225900650024414
619,2.5617244243621826
620,3.1394729614257812
621,3.5682809352874756
622,3.6210427284240723
623,3.3955485820770264
624,2.694732189178467
625,3.0428924560546875
626,3.4988996982574463
627,3.6411309242248535
628,3.628408193588257
629,3.470349073410034
630,3.058556079864502
631,2.4181129932403564
632,2.9812846183776855
633,2.9101693630218506
634,2.328451633453369
635,2.78825044631958
636,2.6989762783050537
637,2.3995649814605713
638,2.50453519821167
639,2.4345510005950928
640,2.346484422683716
641,2.577232599258423
642,2.310309410095215
643,2.7462356090545654
644,2.7254273891448975
645,2.296539545059204
646,2.423999309539795
647,2.4711685180664062
648,2.260725736618042
649,2.7606701850891113
650,2.5536484718322754
651,2.795470952987671
652,2.9691965579986572
653,2.384821891784668
654,3.1588943004608154
655,3.5356388092041016
656,3.509061574935913
657,3.1151087284088135
658,2.3510138988494873
659,2.886277437210083
660,2.8098833560943604
661,2.274301767349243
662,2.6420464515686035
663,2.2178122997283936
664,2.71655011177063
665,2.5317530632019043
666,2.709027051925659
667,2.728240966796875
668,2.334296703338623
669,2.3568713665008545
670,2.548048496246338
671,2.3202528953552246
672,2.73721981048584
673,2.7618517875671387
674,2.2163431644439697
675,2.6126842498779297
676,2.17026686668396
677,2.610264778137207
678,2.222087860107422
679,2.8917670249938965
680,2.8768138885498047
681,2.1781275272369385
682,2.517786741256714
683,2.208479881286621
684,2.2003324031829834
685,2.4450783729553223
686,2.1551880836486816
687,2.291208505630493
688,2.490508794784546
689,2.168140411376953
690,2.715881586074829
691,2.363149881362915
692,2.9463467597961426
693,3.2135887145996094
694,3.018906593322754
695,2.2076127529144287
696,3.1134390830993652
697,3.3505938053131104
698,3.117842674255371
699,2.23470401763916
700,3.0767674446105957
701,3.361520767211914
702,3.31136417388916
703,2.8973898887634277
704,2.5444438457489014
705,2.7656090259552
706,2.283545970916748
707,2.780858039855957
708,2.7595386505126953
709,2.21162486076355
710,2.5994112491607666
711,2.2366974353790283
712,2.581380605697632
713,2.2199296951293945
714,2.8127219676971436
715,2.7516956329345703
716,2.2943949699401855
717,2.334972858428955
718,2.576883316040039
719,2.337782144546509
720,2.817230701446533
721,2.971412181854248
