Strike,Maturity,Price,LocalVolatility,ImpliedVol
1000.0,0.37,0.014574877002118597,0.7197298723996359,0.4734140029178214
1100.0,0.342,0.019619849382893184,0.5981507968513824,0.4577250076307684
1100.0,0.37,0.030652842066285657,0.687746110305918,0.4532403113053763
1200.0,0.342,0.040195662754431316,0.5718313366929617,0.43826475006598997
1200.0,2.585,8.316575673792912,0.3172358901078606,0.2846642463171377
1225.0,0.342,0.04766546947731354,0.5654100810759416,0.43352620473896036
1250.0,1.588,4.082478727030047,0.38255535245482936,0.3098231424939897
1275.0,0.342,0.06638668073232201,0.5527327628309731,0.4241828888374634
1275.0,0.621,0.5183035517998018,0.6552668116581141,0.37691451507239476
1275.0,1.588,4.459984050986851,0.37917474434229065,0.3069867766715769
1300.0,0.342,0.07799117005088063,0.5464701358756892,0.41957345657247735
1300.0,0.419,0.16893145047910307,0.8414130480198047,0.4038639231460596
1300.0,0.621,0.5852806011446328,0.6477948013539546,0.3729748991942898
1300.0,1.588,4.864745173967485,0.3758204706580762,0.30418107646739406
1300.0,2.585,11.354536579273883,0.30925501137434935,0.27562938856897423
1325.0,0.342,0.09136153509369249,0.5402540369208424,0.41500257626451903
1350.0,1.09,3.065874760915655,0.41861959955407,0.32786016123258854
1350.0,1.588,5.761990628836401,0.3691841417294927,0.29865658723610305
1375.0,0.621,0.8323053107713214,0.6256878335594538,0.36135851080927733
1375.0,1.588,6.257601938601248,0.36589885021638574,0.2959354184655157
1375.0,2.585,14.138708159345668,0.30333737125869864,0.2691361790825045
1400.0,0.203,0.026847506200730953,0.7923993805507007,0.4585648523770993
1400.0,0.285,0.11265745899931323,0.5918461870391973,0.4304383960842597
1400.0,0.342,0.14451441387863895,0.5218556008180911,0.4015008711395812
1400.0,0.621,0.9323164541348525,0.6184103407950987,0.3575482745973833
1400.0,1.09,3.6727928140709096,0.41030884719637395,0.32144603552936074
1400.0,1.588,6.786727176622598,0.3626334112451033,0.29324014686792066
1425.0,0.24600000000000002,0.061749566213906704,0.6539065379827367,0.43169438406083604
1425.0,0.342,0.16753437126785276,0.5157967798172847,0.3970642245924925
1425.0,0.871,2.582886346703564,0.5802120963764871,0.33437372296606366
1425.0,2.585,16.26613615029632,0.29941301245240287,0.2649278419444
1450.0,0.6679999999999999,1.5394152317667338,0.5242721924002601,0.3488690957418842
1450.0,0.841,2.3691786881695194,0.5656071779656334,0.3287740714730902
1450.0,1.09,4.374843191618865,0.4020930369472229,0.31513783517410515
1450.0,2.585,17.417758233205333,0.29745497160014195,0.2628573377614645
1475.0,0.419,0.43773031157197906,0.7675680305692283,0.3741283224768356
1475.0,0.621,1.2964738134449725,0.5968067920427621,0.34628166768945684
1475.0,0.871,3.1128421614156068,0.5672720555174046,0.32759586826188347
1475.0,1.588,8.59274795801386,0.3529416371883774,0.28529950334922966
1500.0,0.17,0.023794557759921453,0.5732541559492341,0.4511027807531424
1500.0,0.203,0.054586398907469524,0.7548129004237911,0.437954918954242
1500.0,0.419,0.4972467863583523,0.7572057930962359,0.36999380119440844
1500.0,0.841,2.8654182186455124,0.5528289719702696,0.322035479879744
1500.0,0.871,3.4101255291672317,0.560848920117279,0.3242430702932594
1500.0,1.09,5.183609146230779,0.3939574012220362,0.3089261264092833
1525.0,0.17,0.028729188567836128,0.5662846869843979,0.4458249365825972
1525.0,0.24600000000000002,0.11773223244969078,0.6226372319688442,0.4123055015368268
1525.0,0.419,0.5637806414924151,0.7468770875236623,0.36588285955144084
1525.0,0.841,3.1446376271296685,0.546482892639257,0.3187000072498603
1525.0,0.871,3.7308211262231765,0.5544535452677667,0.32091279332293726
1525.0,1.09,5.631933574575562,0.3899152175252394,0.3058537239990194
1550.0,0.17,0.03458916259986189,0.5593414837569731,0.44057172786790844
1550.0,0.342,0.339137262754039,0.48594009757413487,0.3752816488628622
1550.0,0.419,0.6380436830367557,0.7365777026183713,0.36179403384279624
1550.0,0.591,1.5002181581473018,0.43812261452195467,0.33584874491473843
1550.0,0.621,1.7765506931071826,0.5754823499780207,0.3352318685401589
1550.0,0.841,3.44646399773481,0.5401621188162861,0.3153855647862864
1550.0,0.871,4.07642972173057,0.5480833815208463,0.3176039192712732
1550.0,1.588,10.766580236281015,0.3433778075868499,0.2775571488526577
1550.0,2.585,22.66437357981482,0.2896358457016847,0.2547829182208167
1575.0,0.09300000000000001,0.003068837764734128,0.9073368511698865,0.4985022707052636
1575.0,0.342,0.38808771942383924,0.48003890905969526,0.3709939771636915
1575.0,0.591,1.6678046919457685,0.4333112727222983,0.3321928033202704
1575.0,0.6679999999999999,2.543305767391594,0.49572596335160507,0.33076526624943464
1575.0,1.09,6.624967588965838,0.3818735430002613,0.2997707402613785
1575.0,2.585,24.14825832504178,0.28768146669414646,0.25281296934703634
1600.0,0.07400000000000001,0.0008962431131677336,0.7820328611526924,0.5108841816865822
1600.0,0.37,0.59402452911716,0.5434955299475983,0.36334502871155117
1600.0,0.419,0.8129201269805488,0.7160502832461465,0.3536770819755058
1600.0,0.591,1.851388550780456,0.4285147698994941,0.32855585880954774
1600.0,0.621,2.175543758114866,0.5613819525460997,0.3279685845868699
1600.0,0.841,4.1240382554054165,0.5275866085287448,0.30881545697048435
1600.0,1.588,12.447717997770638,0.33705574440744457,0.2724946272467272
1600.0,2.585,25.706137598680016,0.28572618336879924,0.25086130023911235
1625.0,0.17,0.05940595095455303,0.5386416153417168,0.42494086687784255
1625.0,0.37,0.6729114551460516,0.536658273479615,0.35914807284737266
1625.0,0.419,0.9152874853507491,0.7058140438714144,0.34964622425795916
1625.0,0.621,2.4025040668388904,0.5543579796838759,0.3243643228049906
1625.0,0.841,4.503050831005517,0.521327037144848,0.3055577265910499
1625.0,1.09,7.758799173805727,0.37387764640162036,0.293763860595095
1625.0,2.585,27.340677532078303,0.2837695138719995,0.2489273721105845
1650.0,0.07400000000000001,0.0015280378987249724,0.7619638617240307,0.49807701851874353
1650.0,0.342,0.575096491820533,0.46243254828330377,0.35824156919575095
1650.0,0.419,1.0289026555978307,0.6955906870415751,0.34563201272219707
1650.0,0.6679999999999999,3.3807850801505097,0.47880880972019096,0.32014487330606
1650.0,0.871,5.740896385655944,0.522805158159345,0.30456147651855725
1650.0,2.585,29.054612222957672,0.28181098486313383,0.24701067379845973
1675.0,0.09300000000000001,0.007791051446607716,0.861536754015673,0.4740245116764488
1675.0,0.17,0.08414086239578955,0.5249223147923345,0.4146091551966819
1675.0,0.24600000000000002,0.28933458260118083,0.5765051874200263,0.3838933528755455
1675.0,0.342,0.6533579538509322,0.45658833128398085,0.3540229096827036
1675.0,0.621,2.918512977858512,0.5403484393333402,0.317204911947955
1675.0,0.871,6.2365288602043165,0.5165241044027207,0.30134419741105933
1675.0,2.585,30.8507451551165,0.27985015595203083,0.24511072045976887
1700.0,0.09300000000000001,0.009755981163739436,0.8501374395123581,0.4679434569164858
1700.0,0.24600000000000002,0.33374871017254737,0.5688664468872552,0.37921489563738114
1700.0,0.285,0.6047351387290671,0.511976401525604,0.37431320798305445
1700.0,0.37,0.9685650129990968,0.5162199064800785,0.3466509977135703
1700.0,0.419,1.2942639366211388,0.67516638855115,0.3376484028788056
1700.0,0.591,2.7730232687024277,0.4094365988468435,0.31417514547637726
1700.0,0.621,3.210712584690768,0.533357282962027,0.31364759299267275
1700.0,0.6679999999999999,4.062226419394065,0.4675789213886509,0.3131466698928225
1700.0,1.588,16.45009945790183,0.32449726476655,0.2625811693129086
1700.0,2.585,32.73195063423992,0.2778866036659676,0.24322705238279874
1725.0,0.342,0.8391413331507707,0.44492265621989935,0.3456255756819396
1725.0,0.37,1.090190431486862,0.5094223899912759,0.34251210124249065
1725.0,0.591,3.0579433916596344,0.40468385865650025,0.3106162661740561
1725.0,0.621,3.527982967075765,0.5263714727181001,0.3101037960940413
1725.0,0.6679999999999999,4.445204021560976,0.46197135664187033,0.3096690730801687
1725.0,0.871,7.337195929159378,0.5039915742195595,0.29495517873154753
1725.0,2.585,34.70117523667744,0.2759199274692345,0.2413592339043963
1750.0,0.11199999999999999,0.0332711473372459,0.6185463366433909,0.43943752807259306
1750.0,0.131,0.056370452288678985,0.572258696219901,0.42251772007626226
1750.0,0.151,0.09194479016890078,0.5734705120550613,0.4090502749356615
1750.0,0.24600000000000002,0.44166138825019985,0.5536037295171528,0.36989256603289694
1750.0,0.342,0.9487596496192694,0.43909646140355946,0.3414442329420739
1750.0,0.37,1.2252894739267326,0.5026278699543821,0.33838442115207684
1750.0,0.591,3.3681211042325856,0.399933736353681,0.30706981085823454
1750.0,0.6679999999999999,4.85897474828753,0.4563655346363799,0.3062044905685072
1750.0,0.841,6.8742409228310635,0.4902165838779709,0.2895039022477095
1750.0,0.871,7.946656265817452,0.4977354036624508,0.2917817083501855
1750.0,1.09,11.318023496275245,0.35400249034651055,0.2790342283185366
1750.0,1.588,18.812565822943526,0.3182424991860783,0.2577199840719654
1775.0,0.11199999999999999,0.04051075307640706,0.6100484607399094,0.4336646118483086
1775.0,0.37,1.3751791017799064,0.4958335238617866,0.3342666747858826
1775.0,0.591,3.705492270055956,0.3951841385555086,0.3035347717536187
1775.0,0.871,8.598682267967476,0.4914828454356473,0.2886211531718056
1775.0,1.588,20.09394406700872,0.3151173744605329,0.25531125441433317
1775.0,2.585,38.915838223778934,0.2719757045309845,0.23766951751913148
1800.0,0.131,0.08127409614055647,0.5568231435791148,0.41147362921277586
1800.0,0.18899999999999997,0.2336775234020001,0.6052057993124886,0.3754379793977744
1800.0,0.24600000000000002,0.5804617232872378,0.5383394682828332,0.3606061447787537
1800.0,0.285,0.9987442326376019,0.4857946184800845,0.3561370446304696
