,0
0,1.8533060550689697
1,2.2339468002319336
2,2.3233349323272705
3,2.297877550125122
4,2.2015058994293213
5,2.046914577484131
6,1.8317632675170898
7,1.5374993085861206
8,1.1083418130874634
9,0.3207608759403229
10,-0.8182399272918701
11,-1.8582663536071777
12,0.14345121383666992
13,0.704534649848938
14,0.973138689994812
15,1.1263724565505981
16,1.2163501977920532
17,1.26535165309906
18,1.2848272323608398
19,1.2813215255737305
20,1.2588043212890625
21,1.2197314500808716
22,1.1655741930007935
23,1.097095251083374
24,1.014491081237793
25,0.9174536466598511
26,0.8051759600639343
27,0.676305890083313
28,0.528844952583313
29,0.35995885729789734
30,0.16562823951244354
31,-0.06005626544356346
32,-0.32642820477485657
33,-0.6496683359146118
34,-1.0583207607269287
35,-1.57174813747406
36,-1.9767100811004639
37,-1.5149848461151123
38,-1.4020812511444092
39,-1.542596697807312
40,-1.8993028402328491
41,-2.099315643310547
42,-1.9691474437713623
43,-1.8971519470214844
44,-1.8777469396591187
45,-1.8996057510375977
46,-1.959704875946045
47,-2.0629987716674805
48,-2.219923973083496
49,-2.3180105686187744
50,-2.134674310684204
51,-2.157449722290039
52,-2.3579158782958984
53,-2.3705475330352783
54,-2.2981278896331787
55,-2.29856014251709
56,-2.3807506561279297
57,-2.4793941974639893
58,-2.357168436050415
59,-2.476288080215454
60,-2.538158416748047
61,-2.5046112537384033
62,-2.581955671310425
63,-2.5737712383270264
64,-2.604442834854126
65,-2.65655779838562
66,-2.6638383865356445
67,-2.7532975673675537
68,-2.7363710403442383
69,-2.7077383995056152
70,-2.7601444721221924
71,-2.636910915374756
72,-2.8112387657165527
73,-2.7104928493499756
74,-2.824397325515747
75,-2.675513744354248
76,-2.8327624797821045
77,-2.7030606269836426
78,-2.7440178394317627
79,-2.8328425884246826
80,-2.8188164234161377
81,-2.827786684036255
82,-2.8388092517852783
83,-2.847665548324585
84,-2.900984525680542
85,-2.8397955894470215
86,-2.917787790298462
87,-2.8090298175811768
88,-2.9667155742645264
89,-2.803374767303467
90,-2.915104866027832
91,-2.74229097366333
