Strike,Maturity,Price,stdPrice
1000.0,0.37,0.0,0.0
1100.0,0.342,0.0,0.0
1100.0,0.37,0.0,0.0
1200.0,0.342,0.0,0.0
1200.0,2.585,0.5773445317652834,10.56910413025482
1225.0,0.342,0.0,0.0
1250.0,1.588,0.05275378583784462,2.1678761985310167
1275.0,0.342,0.0,0.0
1275.0,0.621,0.0,0.0
1275.0,1.588,0.07756940927410662,2.8390488340475177
1300.0,0.342,0.0,0.0
1300.0,0.419,0.0,0.0
1300.0,0.621,0.0,0.0
1300.0,1.588,0.10612053469867201,3.5745492304497946
1300.0,2.585,1.3001372785173217,17.334764103733182
1325.0,0.342,0.0,0.0
1350.0,1.09,0.0018135307125780797,0.16795188956095858
1350.0,1.588,0.18907955300918985,5.276640479412195
1375.0,0.621,0.0,0.0
1375.0,1.588,0.24081508071078328,6.237007135155476
1375.0,2.585,2.2523206719511304,23.931271287956434
1400.0,0.203,0.0,0.0
1400.0,0.285,0.0,0.0
1400.0,0.342,0.0,0.0
1400.0,0.621,0.0,0.0
1400.0,1.09,0.020288122874589445,1.010027908232048
1400.0,1.588,0.3087177809720919,7.279576396312918
1425.0,0.246,0.0,0.0
1425.0,0.342,0.0,0.0
1425.0,0.871,0.0,0.0
1425.0,2.585,3.1804801997538443,29.191380183713083
1450.0,0.668,0.0,0.0
1450.0,0.841,0.0,0.0
1450.0,1.09,0.05396148624743625,2.1588459336148884
1450.0,2.585,3.74027266111162,32.10528322521361
1475.0,0.419,0.0,0.0
1475.0,0.621,0.0,0.0
1475.0,0.871,0.003953635678844892,0.29390057977131634
1475.0,1.588,0.6522667766943087,11.168537102498266
1500.0,0.17,0.0,0.0
1500.0,0.203,0.0,0.0
1500.0,0.419,0.0,0.0
1500.0,0.841,0.006451965402099054,0.40289551186308414
1500.0,0.871,0.013373384010577085,0.721349010966412
1500.0,1.09,0.10952043231215564,3.584719148903252
1525.0,0.17,0.0,0.0
1525.0,0.246,0.0,0.0
1525.0,0.419,0.0,0.0
1525.0,0.841,0.016945588120870034,0.8640082875121083
1525.0,0.871,0.026812956675742,1.2364760565010893
1525.0,1.09,0.15080831603054137,4.412688696558846
1550.0,0.17,0.0,0.0
1550.0,0.342,0.0,0.0
1550.0,0.419,0.0,0.0
1550.0,0.591,0.0,0.0
1550.0,0.621,0.0,0.0
1550.0,0.841,0.031168862658270576,1.4014866214711554
1550.0,0.871,0.04233980613751973,1.810726572568825
1550.0,1.588,1.2202226339772517,16.28506473673127
1550.0,2.585,6.769477284937104,45.666898859523435
