,riskFreeIntegral,divSpreadIntegral,riskCurvespline,divSpline
0.0,0.0,0.0,0.024423374870210516,-0.21433196368495888
0.1,0.002418108083120693,0.0024820182560562802,0.024059209794203396,0.01702312896287924
0.2,0.004801918866921896,0.003641995462377137,0.02372188847884471,0.015750742487116682
0.30000000000000004,0.007153962738539579,0.0059420584872106,0.023410153960891078,0.01918696955964556
0.4,0.009475862571344279,0.0075644785019423726,0.02312279971636455,0.013580883243804557
0.5,0.011770807647623746,0.009104299589968827,0.022858667791329834,0.02383177412748831
0.6000000000000001,0.014041012260429815,0.011359266705718666,0.02261664699861088,0.009586185572044787
0.7000000000000001,0.016287975243453608,0.01242062678214254,0.022395671178201404,0.02010836380689628
0.8,0.018514332720201913,0.014431463162832168,0.022194717519198548,0.02010836380689628
0.9,0.02072201044975707,0.01628341867789095,0.022012804941147657,0.01846176823599743
1.0,0.022912385699439514,0.01812959550149069,0.021848992532788714,0.01846176823599743
1.1,0.025087626253901436,0.019986613917182344,0.02170237804620445,0.019545927445188387
1.2000000000000002,0.027249395363763997,0.021941206661701185,0.02157209644451319,0.019545927445188387
1.3,0.029398952269011944,0.02389579940622002,0.021457318501246103,0.019545927445188387
1.4000000000000001,0.03153806963889473,0.025850392150738862,0.021357249449632576,0.019545927445188387
1.5,0.03366817250720625,0.0278049848952577,0.021271127680093205,0.019545927445188387
1.6,0.03579040644225213,0.02975638393284369,0.021198223484281797,0.019279785200784195
1.7000000000000002,0.037906212082013946,0.03168436245292211,0.02113783784406209,0.019279785200784195
1.8,0.04001679885617182,0.033612340973000525,0.0210893012638822,0.019279785200784195
1.9000000000000001,0.042123203623374406,0.035540319493078947,0.021051972645051542,0.019279785200784195
2.0,0.044226589220202145,0.03746829801315736,0.02102523820045743,0.019279785200784195
2.1,0.046327970468533076,0.03939627653323578,0.02100851040835483,0.019279785200784195
2.2,0.04842828090918927,0.041324255053314204,0.021001227003845102,0.019279785200784195
2.3000000000000003,0.050528452085285204,0.043252233573392626,0.021002850006756724,0.019279785200784195
2.4000000000000004,0.05262932365884228,0.04518021209347105,0.021012864784672125,0.019279785200784195
2.5,0.05473173152710369,0.04710819061354946,0.021030779149858958,0.019279785200784195
2.6,0.05683641572263987,0.049036169133627884,0.021056122488956497,0.019279785200784195
2.7,0.05894405871902028,0.050964147653706306,0.021088444924256322,0.019279785200784195
2.8000000000000003,0.06105540460437505,0.05289212617378473,0.021127316505480387,0.019279785200784195
2.9000000000000004,0.06317103583554176,0.05482010469386315,0.021172326431018185,0.019279785200784195
3.0,0.06529149426667344,0.056748083213941564,0.021223082297557205,0.019279785200784195
3.1,0.06741743807097607,0.058676061734019985,0.021279209377148334,0.019279785200784195
3.2,0.06954932098686355,0.06060404025409841,0.02134034992072209,0.019279785200784195
3.3000000000000003,0.0716875594910557,0.06253201877417683,0.021406162487158653,0.019279785200784195
3.4000000000000004,0.0738327317139013,0.06445999729425525,0.021476321296987955,0.019279785200784195
3.5,0.0759851871317219,0.06638797581433366,0.021550515609873422,0.019279785200784195
3.6,0.07814523083420799,0.06831595433441208,0.02162844912502493,0.019279785200784195
3.7,0.0803133666929285,0.0702439328544905,0.021709839403786013,0.019279785200784195
3.8000000000000003,0.08248986057077486,0.07217191137456892,0.021794417313531156,0.019279785200784195
3.9000000000000004,0.08467491898405186,0.07409988989464734,0.021881926492202552,0.019279785200784195
4.0,0.08686897718941441,0.07602786841472575,0.021972122832711882,0.019279785200784195
4.1000000000000005,0.08907223479706962,0.07795584693480419,0.02206477398652318,0.019279785200784195
4.2,0.09128481146033424,0.0798838254548826,0.02215965888572935,0.019279785200784195
4.3,0.09350707928399056,0.08181180397496102,0.02225656728297576,0.019279785200784195
4.4,0.09573918615317781,0.08373978249503944,0.022355299308594923,0.019279785200784195
4.5,0.0979811755370663,0.08566776101511785,0.022455665044332385,0.019279785200784195
4.6000000000000005,0.10023336164000789,0.08759573953519628,0.022557484113096216,0.019279785200784195
4.7,0.1024958527140115,0.08952371805527469,0.02266058528413506,0.019279785200784195
4.800000000000001,0.10476862576084864,0.09145169657535313,0.022764806093110046,0.019279785200784195
4.9,0.10705194210180638,0.09337967509543153,0.022869992476527656,0.019279785200784195
5.0,0.10934588035891114,0.09530765361550994,0.022975998420008636,0.019279785200784195
5.1000000000000005,0.11165035988811355,0.09723563213558838,0.023082685619921328,0.019279785200784195
5.2,0.11396559389541108,0.09916361065566678,0.023189923157870496,0.019279785200784195
5.300000000000001,0.11629163958954213,0.10109158917574522,0.023297587187607327,0.019279785200784195
5.4,0.11862836667121211,0.10301956769582363,0.02340556063389343,0.019279785200784195
5.5,0.12097594473960246,0.10494754621590205,0.02351373290291825,0.019279785200784195
5.6000000000000005,0.12333441628352404,0.10687552473598047,0.023621999603798294,0.019279785200784195
5.7,0.12570360856925872,0.10880350325605889,0.023730262280831305,0.019279785200784195
5.800000000000001,0.12808365183344123,0.11073148177613731,0.02383842815605286,0.019279785200784195
5.9,0.13047457924360473,0.11265946029621574,0.023946409881760555,0.019279785200784195
6.0,0.13287618214091326,0.11458743881629414,0.024054125302629625,0.019279785200784195
6.1000000000000005,0.13528855537856094,0.11651541733637258,0.024161497227071393,0.019279785200784195
6.2,0.13771172710505833,0.11844339585645099,0.024268453207501484,0.019279785200784195
6.300000000000001,0.14014545858941538,0.12037137437652942,0.024374925329203823,0.019279785200784195
6.4,0.14258981301757648,0.12229935289660783,0.02448085000745026,0.019279785200784195
6.5,0.14504481689660154,0.12422733141668624,0.024586167792602254,0.019279785200784195
6.6000000000000005,0.1475102066720729,0.1261553099367647,0.024690823182882404,0.019279785200784195
6.7,0.14998601732078093,0.12808328845684308,0.024794764444548534,0.019279785200784195
6.800000000000001,0.15247227630960786,0.13001126697692153,0.02489794343918872,0.019279785200784195
6.9,0.15496869995425588,0.13193924549699992,0.025000315457880617,0.019279785200784195
7.0,0.1574752982292115,0.13386722401707835,0.025101839061961506,0.019279785200784195
