Strike,Maturity,Price,stdPrice
1000.0,0.37,0.5351429829030268,12.42330867735997
1100.0,0.37,0.8357231043119889,14.048943335924161
1200.0,2.585,64.67418769012856,198.6964944974808
1225.0,0.342,0.5818443458552557,13.88487643027363
1250.0,1.588,45.05562035980764,162.59001983976992
1275.0,0.342,0.742128293125239,16.651737717889375
1275.0,0.621,12.894603930702253,79.61138112193431
1300.0,0.246,0.051368145043762636,3.601780795706872
1300.0,0.419,3.7557072231520934,40.62670393851797
1300.0,1.588,54.426234642238505,178.86420585043172
1325.0,0.342,0.9427405063661685,19.275343686566195
1350.0,0.342,1.6784631621774107,26.754957143071437
1350.0,1.588,61.02355443832637,191.518167875879
1375.0,0.246,0.18293435821315818,8.130926656236749
1375.0,1.09,42.61977584093448,166.94577652580327
1375.0,2.585,98.89042295477512,258.3193451633931
1400.0,0.246,0.2657045448018845,7.9291764982179025
1400.0,0.591,11.225702728612855,82.14927445314855
1425.0,0.246,0.2905486024788109,8.09068311593314
1425.0,1.09,46.65287417616705,176.6059462701864
1425.0,2.585,106.08343896912794,267.1963323201194
1450.0,0.246,0.37506857442021874,8.517271760304913
1450.0,0.342,1.871075262099107,27.582068112204762
1450.0,0.591,13.588789399038253,91.21284505244697
1450.0,1.09,49.30662110421065,184.7685842054777
1475.0,1.09,49.41208415004292,184.5542081308518
1475.0,2.585,120.8491704076837,290.5866029052224
1500.0,0.841,36.57896057362962,165.44890183104226
1500.0,1.588,81.5966092451184,229.28890409392264
1525.0,1.09,53.23703930935621,195.92167728424886
1550.0,0.17,0.8053567300817693,11.384720037582966
1550.0,0.591,14.532020744897387,99.10772885208146
1550.0,1.09,58.470731281708524,208.6641882102869
1575.0,0.093,0.548809242225513,10.117218037490005
1575.0,1.588,98.35356730964637,256.5037593619097
1600.0,0.07400000000000001,0.3575326128976221,7.653935015298232
1600.0,0.189,2.115948188636537,20.056471570689943
1600.0,0.342,4.210695102177608,35.844615436650614
1600.0,0.841,41.259049330941366,184.81100189944036
1625.0,0.17,2.13985227987017,19.559157584151308
1625.0,0.841,42.37818657255959,189.52690722262307
1625.0,2.585,150.37475093451033,333.3425224489678
1650.0,0.285,4.931702789056021,34.62561426170533
1650.0,0.841,43.5270860098096,194.04637644190623
1650.0,1.588,113.35004707135144,285.5303167148874
1675.0,0.093,1.30642260553886,15.370636810163777
1675.0,0.17,3.8617509515224384,26.795503092749797
1675.0,1.588,112.19996477874747,284.80908173149186
1700.0,0.246,5.346979778347265,34.25025434106939
1725.0,0.17,4.97865197240281,32.289296047919045
1725.0,0.37,12.580863736075115,66.83795126470152
1725.0,0.591,22.929120177868217,129.75800040556024
1725.0,0.841,47.39182941070549,212.18487133279567
1725.0,2.585,182.25735135632905,377.2668891796369
1750.0,0.112,3.51301702491303,25.206914337502017
1750.0,0.151,5.454646441478194,35.58824400969292
1750.0,0.285,9.292236630711134,49.64053942258658
1750.0,0.591,28.90281162887767,146.90253415963033
1775.0,0.112,4.54642930990043,31.28001893704299
1775.0,0.37,14.513641794060732,73.61158940906735
1800.0,0.189,9.70696446503234,47.6120160446685
1825.0,0.112,5.850347473955212,35.500089119262746
1825.0,1.588,145.2337196256883,342.6934340768279
1850.0,0.131,9.937514544887545,49.87786845536728
1850.0,0.285,15.203282194771527,66.41152746484819
1850.0,0.454,27.51430040638051,119.83072419976601
1850.0,0.841,54.49926595603936,234.56256440542722
1875.0,0.093,5.782385973602363,35.62905829384608
1900.0,0.112,10.201468238664683,50.93193695145791
1900.0,2.585,227.14074239553347,441.91143171264383
1925.0,0.093,8.810347618065272,47.297939790097956
1925.0,2.585,230.62707107316055,444.98014733263034
1940.0,0.112,12.84379985112508,59.97962066682384
1950.0,0.189,21.174936442214683,78.7154036809207
1950.0,0.454,36.300320713434076,135.75110678299137
1950.0,0.841,64.17237776707297,258.67854545605064
1950.0,1.588,169.71510873376184,387.73810696781476
1960.0,0.112,13.633742880130367,60.98022757820859
1975.0,0.093,11.622205633752998,54.89880704351268
1975.0,0.841,61.440619132189596,250.63303212974216
1975.0,1.588,174.3195597293811,394.60556927115323
1975.0,2.585,252.5509522727416,471.61210692010076
1980.0,0.093,12.375655903881265,58.970331696447225
2000.0,0.131,19.677256676557867,76.67412626249417
2000.0,0.189,26.608754154554944,92.22285208111983
2000.0,0.841,73.19764977309521,278.8571146509587
2000.0,2.585,254.28248124589626,477.08703986813293
2020.0,0.112,19.62635514657576,75.44636710957445
2025.0,0.17,27.796498269903545,94.13211678486938
2025.0,0.37,40.66605147849547,137.7482763159214
2025.0,0.591,51.61975160507914,191.40034907890842
2025.0,0.841,73.23052534314763,277.4682008489036
2025.0,1.588,181.65346060925484,409.80496839078484
2025.0,2.585,267.2685122308488,488.778971614482
